sentence1	sentence2	gold_label
Well, there was an interest in having a uniform rule, and that's precisely why the Framers created the Copyright Clause in the Constitution, but there was copyright protection in some States, there wasn't copyright protection in other States, and what we know from the decision of this Court in the Wheaton decision is that there was not a common law copyright in existence. This Court explicitly held that. Now, the petitioners make this quid pro quo to draw the line as well as in how long a line	Not every state had copyright protection. 	entailment
A brown field is an abandoned industrial site that just sits idle in some of our urban centers. And people are willing to invest capital in the brown fields don't want to do so for fear of lawsuit. I think we ought to have federal liability protection, depending upon whether or not standards have been met.	Brown fields are actually brown in color	neutral
Well, there was an interest in having a uniform rule, and that's precisely why the Framers created the Copyright Clause in the Constitution, but there was copyright protection in some States, there wasn't copyright protection in other States, and what we know from the decision of this Court in the Wheaton decision is that there was not a common law copyright in existence. This Court explicitly held that. Now, the petitioners make this quid pro quo to draw the line as well as in how long a line	The framers created the copyright clause because of the demand. 	entailment
Princess Augusta of Waldeck-Pyrmont (21 July 1824 – 4 September 1893) was a German noblewoman. She was the eldest daughter of George II, Prince of Waldeck and Pyrmont and his wife, Princess Emma of Anhalt-Bernburg-Schaumburg-Hoym. She was an aunt of the Dutch queen regent Emma of Waldeck and Pyrmont.	Princess Emma of Anhalt-Bernburg-Schaumburg-Hoym was an aunt of the Dutch queen regent Emma of Waldeck and Pyrmont.	contradiction
There's a -- no, look, there's a systemic problem. Health-care costs are on the rise because the consumers are not involved in the decision-making process. Most health-care costs are covered by third parties. And therefore, the actual user of health care is not the purchaser of health care. And there's no market forces involved with health care.	Third parties do not cover most health-care costs.	contradiction
"William Friedkin (born August 29, 1935) is an American film director, producer and screenwriter best known for directing ""The French Connection"" in 1971 and ""The Exorcist"" in 1973; for the former, he won the Academy Award for Best Director. Some of his other films include ""Sorcerer"", ""Cruising"", ""To Live and Die in L.A."", ""Jade"", ""Rules of Engagement"", ""The Hunted"", ""Bug"", and ""Killer Joe""."	William Friedkin is an American whose parents were born in America.	neutral
Well, the strongest First Amendment argument is about the retrospective extension, because of a fundamental change that occurs when Congress extends subsisting copyrights, rather than when Congress legislates prospectively. When Congress legislates prospectively, it has no way to know who's going to benefit from its extension.	six million people had a negative effect from what the legislature did	neutral
The Air Force Services Activity is holding The Rock Festival for members of the Altus Air Force Base and those capable of getting on base. The Rock Festival is being held at the Altus Air Force Base Athletic Track on May 12 starting at 5 p.m. There are two musical acts scheduled for the festival, including Plain White T's and We The Kings.There will be food, drinks and games during the show. The event is not open to the public, but it is free for anyone with access to the base. Copyright 2018 RNN Texoma. All Rights Reserved.	The bands at the rock festival will be the Plain White T's and We The Kings. 	entailment
How to become a contract delivery service for the united states postal service<br>Make sure you understand the requirements associated with being a contract delivery service. [substeps] You are required to sort mail for your route, drive to your route in your own vehicle, deliver mail to all addresses, and return to the post office at the end of your day. Decide if you are available to work the hours the usps requires of you.	Brown University is an Ivy League college. Brown University is best college in the US.	neutral
Cat<br>When I was a boy, I found a stray cat on the street. I brought it home and my parents got mad at me. They told me I could not have a cat in the house. I did not want to let it go, but I placed it outside. The cat left, but still comes around occasionally for food.	The boy could not keep the cat in the house because his parents were allergic to it.	neutral
How to become a contract delivery service for the united states postal service<br>Make sure you understand the requirements associated with being a contract delivery service. [substeps] You are required to sort mail for your route, drive to your route in your own vehicle, deliver mail to all addresses, and return to the post office at the end of your day. Decide if you are available to work the hours the usps requires of you.	One of the requirements for admissions to a school is a preferred GPA of 3.0. Chris has a 2.9 GPA and won't be accepted by the school.	neutral
How to build strong friendships in school<br>Make some friends. Meeting new people can be difficult, but you just have put yourself out there and be your charming self. This involves being brave and approaching new people and maybe even stepping outside of your comfort zone a little bit.	Charm always work to make friends	neutral
How to build strong friendships in school<br>Make some friends. Meeting new people can be difficult, but you just have put yourself out there and be your charming self. This involves being brave and approaching new people and maybe even stepping outside of your comfort zone a little bit.	Schools are always outside your comfort zone	neutral
This month the experimental Milwaukee electronica artist The Demix began curating MELT, a weekly Tuesday night music series at Mad Planet that promises a mix of DJs and live bands. Tonight the event is headlined by the Madison post-rock band All Tiny Creatures, who will build on their already extensive electronic undercurrents with their first all-electronic set. Pressboard, adoptahighway, Stagediver and The Demix will also perform.	All Tiny Creatures's first all-electronic set was considered their best ever	neutral
PROVIDENCE, R.I. (WPRI) – A bill aimed at keeping food delivery drivers safe is headed to the governor’s desk. The Rhode Island Senate approved a bill Wednesday which would make assault of a delivery driver a felony. Penalties include up to 3 years in prison, a $3,000 fine, or both. If a weapon is used, punishment could be more severe. The bill has already been approved by the full House of Representatives.	Punishment for the assault of a delivery driver would be even worse if a weapon was involved.	entailment
Home wrecker<br>Vera is a very insecure girl that doesn't think highly of herself. Therefore she has a hard time forming genuine romantic relationships. Instead she chooses to have affairs with married men. She wants to be loved but doesn't know how to make it happen. So she has settled on being a homewrecker and a lifelong mistress.	Vera will not settle until she is married in a committed relationship. 	contradiction
And I was surprised at the extent of it. And I think we've now got so many examples around the country that we really have to find ways to end this. Imagine what it -- what it is like for someone to be singled out unfairly, unjustly, and feel the unfair force of law simply because of race or ethnicity.	Ethnicity is a big problem in this country	neutral
The Trees<br>The company's headquarters was finished. They planted some trees in front as a finishing touch. The trees made shade in the grass. The employees could imagine sitting in the shade on their lunch break. The building was going to be a great new location for them!	The shade trees are the employees favorite part of their new headquarters.	neutral
The Trees<br>The company's headquarters was finished. They planted some trees in front as a finishing touch. The trees made shade in the grass. The employees could imagine sitting in the shade on their lunch break. The building was going to be a great new location for them!	The trees planted by the employees were oak trees.	neutral
Accidental Headbutt<br>Tim was in a hard fought cage fight. It was a back and forth affair. They had an accidental headbutt. Tim was cracked open and the fight had to be stopped. It was called a technical draw.	Tim won despite it being a technical draw	neutral
Sole Technology, Inc. is an American footwear company, specializing in skate shoe production and distribution. The company is owned and run by Pierre André Senizergues, a former professional freestyle skateboarder. The company's headquarters are in Lake Forest, California, United States (US).	Sole Technology specializes in footwear	entailment
Sodium Saccharin (benzoic sulfimide) is an artificial sweetener with effectively no food energy that is about 300–400 times as sweet as sucrose but has a bitter or metallic aftertaste, especially at high concentrations. It is used to sweeten products such as drinks, candies, cookies, and medicines.	Companies would rather use an artificial sweetener than a natural one because it is cheaper.	neutral
WEST CHESTER, Pa. (AP) — A massive fire has ripped through a senior living community in Pennsylvania. The blaze was reported around 11 p.m. Thursday at Barclay Friends Senior Living Community in West Chester, about 35 miles west of Philadelphia. The fire quickly spread to multiple buildings, forcing residents outside into the cold. Emergency crews transported people from the scene. There was no immediate word on any injuries. Advertisement It's unclear what sparked the fire.	A candle sparked the fire.	neutral
The Cat Scratch<br>Kelsey was playing with her childhood pet, a cat. She was scratching him like he always liked to be. Suddenly he freaked out and scratched Kelsey. Kelsey didn't understand this behavior from her usually sweet cat. She realized that her cat must have had an injury on her scratch spot.	Kelsey will stop scratching her cat until its injury heals.	neutral
Bad Dog<br>Tom got a new dog. It was not housebroken. Tom often found his apartment messed up. He tried hard to train him to no avail. Tom wound up getting rid of it.	A new dog was in Tom's life.	entailment
Claudio Giovanni Antonio Monteverdi (] ; 15 May 1567 (baptized) – 29 November 1643) was an Italian composer, string player and choirmaster. A composer of both secular and sacred music, and a pioneer in the development of opera, he is considered a crucial transitional figure between the Renaissance and the Baroque periods of music history.	Claudio Giovanni Antonio Monteverdi was trained in playing the violin.	neutral
Thin Man Films is a British film production company, based in London. It was founded in 1988 by director Mike Leigh and producer Simon Channing Williams to produce Mike Leigh's films. They chose the company name because both founders were the opposite of it.	Thin Man Films was founded IN 1801	contradiction
Bad Dog<br>Tom got a new dog. It was not housebroken. Tom often found his apartment messed up. He tried hard to train him to no avail. Tom wound up getting rid of it.	The dog had not been properly trained.	entailment
The Cat Scratch<br>Kelsey was playing with her childhood pet, a cat. She was scratching him like he always liked to be. Suddenly he freaked out and scratched Kelsey. Kelsey didn't understand this behavior from her usually sweet cat. She realized that her cat must have had an injury on her scratch spot.	Kelsey's parents were not home when the cat scratched her.	neutral
Just when we thought Pharrell Williams couldn’t get any cooler, he becomes the first guy to star in Chanel ’s upcoming handbag campaign. Williams has already appeared in a short video by Karl Lagerfeld and even walked the Chanel runway, and now he’s modelling the Gabrielle bag from the fashion house’s spring collection. Set to join Kristen Stewart, Caroline de Maigret and Cara Delevingne in the campaign - with Lagerfeld taking on the role of photographer - Williams star turn is set to debut on Monday 3 April.	Chanel has an upcoming handbag campaign. 	entailment
John Christian Hopkins (born 1960) is a Narragansett journalist, author, poet and public speaker who resides in Tuba City, Arizona, United States. After having grown up in Hope Valley, Rhode Island, Hopkins graduated from the University of Rhode Island with degrees in journalism and history in 1987.	John Christian Hopkins was born in 1901	contradiction
The Cat Scratch<br>Kelsey was playing with her childhood pet, a cat. She was scratching him like he always liked to be. Suddenly he freaked out and scratched Kelsey. Kelsey didn't understand this behavior from her usually sweet cat. She realized that her cat must have had an injury on her scratch spot.	Kelsey asked her parents why her cat had scratched her.	neutral
We want the right to copy verbatim works that should be in the public domain and would be in the public domain but for a statute that cannot be justified under ordinary First Amendment analysis or under a proper reading of the limits built into the Copyright 16 Clause.	We want the right to copy verbatim works that should be in the public domain and would be in the public domain but for a statute that cannot be justified under ordinary First Amendment analysis or under a proper reading of the limits built into the Copyright 14 Clause	contradiction
How to build a simple workbench<br>Start with tools that are needed. You will need a drill, a drill and screw bit set, a saw and a carpenters square to make sure that all your cuts are not crooked, and something to haul materials to and from the lumberyard. Buy the thickest plywood you can afford.	Your cuts will be crooked without a carpenters square.	neutral
How to smooth frizzy hair<br>Wash with a moisturizing shampoo. Frizz is often caused by dryness, so it's important to restore moisture to your hair in the shower. Always use a sulfate-free shampoo.	This is about smoothing frizzy hair.	entailment
Sept 26 - The rating action referenced in Fitch Ratings' Sept. 10, 2012 press release (Fitch to Upgrade L-T to 'A+' & Confirm 'F1' on IL Fin Auth Revs, 2008A (Swedish Covenant Hospital) is effective today (Sept. 26, 2012). Additional information is available at 'www.fitchratings.com'. The ratings above were solicited by, or on behalf of, the issuer, and therefore, Fitch has been compensated for the provision of the ratings. Applicable Criteria and(New York Ratings Team)	Fitch received monetary compensation.	entailment
"""What's in It for Me"" is a song written by Gary Burr and John Jarrard, and recorded by American country music artist John Berry. It was released in June 1994 as the fourth single from the album ""John Berry"". The song reached number 5 on the U.S. ""Billboard"" Hot Country Singles & Tracks chart and peaked at number 2 on the Canadian ""RPM"" Country Tracks chart."	"""What's in it for me"" reached number 5 on the U.S. Hot country charts."	entailment
Let me just tell you who the jury is. The people of Texas. There's only been one governor ever elected to back-to-back four-year terms, and that was me. And I was able to do so with a lot of Democrat votes, nearly 50% of the Hispanic vote, about 27% of the African-American vote, because people know I'm a conservative person and a compassionate person.	The governor beat their opponent during the election.	entailment
The Air Force Services Activity is holding The Rock Festival for members of the Altus Air Force Base and those capable of getting on base. The Rock Festival is being held at the Altus Air Force Base Athletic Track on May 12 starting at 5 p.m. There are two musical acts scheduled for the festival, including Plain White T's and We The Kings.There will be food, drinks and games during the show. The event is not open to the public, but it is free for anyone with access to the base. Copyright 2018 RNN Texoma. All Rights Reserved.	The Rock Festival is for members of the Altus Air Force. 	entailment
"""What's in It for Me"" is a song written by Gary Burr and John Jarrard, and recorded by American country music artist John Berry. It was released in June 1994 as the fourth single from the album ""John Berry"". The song reached number 5 on the U.S. ""Billboard"" Hot Country Singles & Tracks chart and peaked at number 2 on the Canadian ""RPM"" Country Tracks chart."	"""John Berry"" has the song ""What's in it for me"" on it"	entailment
Home wrecker<br>Vera is a very insecure girl that doesn't think highly of herself. Therefore she has a hard time forming genuine romantic relationships. Instead she chooses to have affairs with married men. She wants to be loved but doesn't know how to make it happen. So she has settled on being a homewrecker and a lifelong mistress.	Vera is a very insecure girl that doesn't think highly of herself and hasn't settled on being a homewrecker and a lifelong mistress	contradiction
The 127th Command and Control Squadron (127 CACS) was a unit of the Kansas Air National Guard 184th Intelligence Wing stationed at McConnell Air Force Base, Wichita, Kansas. The 127th was a non-flying squadron operating the Distributed Common Ground System. The unit was inactivated on 29 September 2014.	The 127th Command and Control Squadron was inactivated because of funding	neutral
Thin Man Films is a British film production company, based in London. It was founded in 1988 by director Mike Leigh and producer Simon Channing Williams to produce Mike Leigh's films. They chose the company name because both founders were the opposite of it.	Thin Man Films was founded in 1989 and was founded solely by Simon Channing Williams.	contradiction
Raymond signed with the Giants practice squad Tuesday. The Giants are lacking depth in the receiving corps after adding Brandon Marshall (ankle), Odell Beckham (ankle) and Dwayne Harris (foot) to injured reserve this week. As a result, Ed Eagan was promoted to the Giants active roster Tuesday, opening up a spot for Raymond on the practice squad. Should the Giants suffer any more injuries, the 23-year-old could find himself on the active roster as well.	Ed Eagan  was promoted for his abilities. 	neutral
A Student's Song of Heidelberg (German:Ein Burschenlied aus Heidelberg) is a 1930 German musical film directed by Karl Hartl and starring Hans Brausewetter, Betty Bird and Willi Forst. It marked Hartl's directoral debut. The film is in the tradition of the nostalgic Old Heidelberg.	A Student's Song of Heidelberg has a large budget.	neutral
Well, the strongest First Amendment argument is about the retrospective extension, because of a fundamental change that occurs when Congress extends subsisting copyrights, rather than when Congress legislates prospectively. When Congress legislates prospectively, it has no way to know who's going to benefit from its extension.	Most people believe that the retrospective extension is the strongest First Amendment argument	neutral
Now, let me just share something. This president is the first president ever, I think, not to meet with the NAACP. This is a president who hasn't met with the Black Congressional Caucus. This is a president who has not met with the civil rights leadership of our country.	He hasn't met with the country's civil rights leadership	entailment
Raymond signed with the Giants practice squad Tuesday. The Giants are lacking depth in the receiving corps after adding Brandon Marshall (ankle), Odell Beckham (ankle) and Dwayne Harris (foot) to injured reserve this week. As a result, Ed Eagan was promoted to the Giants active roster Tuesday, opening up a spot for Raymond on the practice squad. Should the Giants suffer any more injuries, the 23-year-old could find himself on the active roster as well.	 Dwayne Harris  has a foot injury	entailment
This month the experimental Milwaukee electronica artist The Demix began curating MELT, a weekly Tuesday night music series at Mad Planet that promises a mix of DJs and live bands. Tonight the event is headlined by the Madison post-rock band All Tiny Creatures, who will build on their already extensive electronic undercurrents with their first all-electronic set. Pressboard, adoptahighway, Stagediver and The Demix will also perform.	MELT plans to showcase only live bands, such as All Tiny Creatures, every Tuesday night.	contradiction
John Christian Hopkins (born 1960) is a Narragansett journalist, author, poet and public speaker who resides in Tuba City, Arizona, United States. After having grown up in Hope Valley, Rhode Island, Hopkins graduated from the University of Rhode Island with degrees in journalism and history in 1987.	John Hopkins always wanted to be a writer	neutral
The Hitchhiker<br>The man was hitchhiking across the country. He would stand on the side of the road with his thumb up. A truck came by and picked him up. It dropped him about twelve hours down the road. The hitchhiker was happy with the ground he had covered.	The man was hitchhiking across the ocean.	contradiction
John Christian Hopkins (born 1960) is a Narragansett journalist, author, poet and public speaker who resides in Tuba City, Arizona, United States. After having grown up in Hope Valley, Rhode Island, Hopkins graduated from the University of Rhode Island with degrees in journalism and history in 1987.	Hopkins first choice was to attend the University of Rhode Island	neutral
The Hitchhiker<br>The man was hitchhiking across the country. He would stand on the side of the road with his thumb up. A truck came by and picked him up. It dropped him about twelve hours down the road. The hitchhiker was happy with the ground he had covered.	The hitchhiker was a woman	contradiction
Just when we thought Pharrell Williams couldn’t get any cooler, he becomes the first guy to star in Chanel ’s upcoming handbag campaign. Williams has already appeared in a short video by Karl Lagerfeld and even walked the Chanel runway, and now he’s modelling the Gabrielle bag from the fashion house’s spring collection. Set to join Kristen Stewart, Caroline de Maigret and Cara Delevingne in the campaign - with Lagerfeld taking on the role of photographer - Williams star turn is set to debut on Monday 3 April.	pharell williams is a man.	entailment
The fact is that there have been markets shut to us that we haven't stood up and fought for. I'm going to fight for a fair trade playing field for the American worker. And I will fight for the American worker just as hard as I fight for my own job. That's what the American worker wants. And if we do that, we can have an impact.	It's a lie that markets have been shut to us. 	contradiction
There's a -- no, look, there's a systemic problem. Health-care costs are on the rise because the consumers are not involved in the decision-making process. Most health-care costs are covered by third parties. And therefore, the actual user of health care is not the purchaser of health care. And there's no market forces involved with health care.	Healthcare costs are rising, but mostly on the west coast.	neutral
Well, the strongest First Amendment argument is about the retrospective extension, because of a fundamental change that occurs when Congress extends subsisting copyrights, rather than when Congress legislates prospectively. When Congress legislates prospectively, it has no way to know who's going to benefit from its extension.	Crogress claims to have no way  to know who's going to benefit from its extension, but they actually knows. 	neutral
A Student's Song of Heidelberg (German:Ein Burschenlied aus Heidelberg) is a 1930 German musical film directed by Karl Hartl and starring Hans Brausewetter, Betty Bird and Willi Forst. It marked Hartl's directoral debut. The film is in the tradition of the nostalgic Old Heidelberg.	A Student's Song of Heidelberg has only one working copy.	neutral
A Student's Song of Heidelberg (German:Ein Burschenlied aus Heidelberg) is a 1930 German musical film directed by Karl Hartl and starring Hans Brausewetter, Betty Bird and Willi Forst. It marked Hartl's directoral debut. The film is in the tradition of the nostalgic Old Heidelberg.	The film is in black and white. 	neutral
How to renew laminate kitchen countertops<br>Purchase supplies. You'll be using rust-oleum's new countertop transformations coating system as your paint gloss along with needing paint brushes, plastic sheeting (to cover surrounding areas), paint rollers, rubber gloves, painter's tape and sandpaper. Degloss the countertops using a diamond-embedded sanding kit.	You'll be using rust-oleum's new countertop transformations coating system as your paint gloss along with needing a lot of paint brushes, plastic sheeting	neutral
How to renew laminate kitchen countertops<br>Purchase supplies. You'll be using rust-oleum's new countertop transformations coating system as your paint gloss along with needing paint brushes, plastic sheeting (to cover surrounding areas), paint rollers, rubber gloves, painter's tape and sandpaper. Degloss the countertops using a diamond-embedded sanding kit.	Laminated kitchen countertops are more resistant to knocks	neutral
"Sunday Live with Adam Boulton was a weekend news and political show on Sky News and on Sky News HD, presented by Sky News' Political Editor Adam Boulton. From January 2011, the programme was replaced with ""Murnaghan"", a similar show presented by Dermot Murnaghan. Boulton moved to a new weekday show at 13:00 on Sky News."	it aired on non-work days	entailment
March 15 (Infostrada Sports) - Results and standings from the Libertadores Cup Group 3 matches on Thursday Thursday, March 14 Arsenal (Argentina) 2 Sao Paulo (Brazil) 1 Wednesday, March 13 The Strongest (Bolivia) 1 Atletico Mineiro (Brazil) 2 Standings P W D L F A Pts 1 Atletico Mineiro 4 4 0 0 11 5 12 2 Sao Paulo 4 1 1 2 5 6 4 3 Arsenal 4 1 1 2 6 9 4 4 The Strongest 4 1 0 3 5 7 3	brazil team scored one	entailment
How to perform insight meditation<br>Set aside a specific time. While insight meditation is about embracing that which is happening right now, and being openly aware of what draws your attention, meditation in general is less effective when it's surrounded by distraction or obligation. An ideal time is before you have to do anything in the morning, when you first wake up.	insight meditation is a skill learned by joseph	neutral
How to survive marine boot camp<br>Learn to swim before boot camp if you don't know how. You will most likely wash out of boot camp if you can't swim. Passing a swimming exam is a major part of getting through boot camp.	boot camp has been attended by earl	neutral
DUBAI, March 22 (Reuters) - Kuwait's oil minister said on Thursday that Kuwait Petroleum Corporation (KPC) had signed an agreement with an international firm for long-term supply of liquefied natural gas (LNG), state news agency KUNA reported. Bakheet al-Rashidi did not mention the name of the company, describing it as a leading player in the LNG sector. KUNA quoted him as saying the agreement would help KPC meet rising demand for power generation in the Gulf Arab state. (Reporting by Hadeel Al Sayegh; Writing by Ghaida Ghantous; Editing by Mark Potter)	Reuters published this story in the 3rd month of the year.	entailment
How to dress for a high school dance (girls )<br>Go for a formal gown. If you are attending a formal dance like a winter formal or prom, you should go for a formal outfit. This means a formal dress that is floor length or no shorter than three inches above your knee, with a modest neckline.	high school dances should be formal	entailment
It's certainly the case that we are asserting, in light of the changed circumstances, that the opportunity to build upon works within the public domain is a fundamental First Amendment interest, and that the First Amendment values, vital speech interest at stake of this case, is that the public domain be permitted as a source for cultivating work about our culture without unnecessary legal restriction.	it is a fundamental right to add to domain in public eye	entailment
I would support the Orrin Hatch version of it, not the Senator Kennedy version. But let me say to you, Mr. Vice President, we're happy with our laws on our books. That bill did -- there was another bill that did die in committee. But I want to repeat, if you have a state that fully supports the law like we do in Texas, we're going to go after all crime. And we're going to make sure people get punished for the crime. And in this case we can't enhance the penalty any more than putting those three thugs to deaths. And that's what's gonna happen in the State of Texas.	The speaker does not support Orrin Hatch's version of the legislation.	contradiction
How to put graduate course work online<br>Utilize a course management system (cms). Also referred to as a learning management system (lms) or virtual learning environment (vle), these web-based systems are designed to offer instructors space to post course material online. Students and instructors are required to sign in with a username and password and are only given access to their own courses.	the content is unlimited in space	neutral
Mouth Open<br>At night time, my mouth was falling open frequently. I purchased a mouth guard in the hopes it would help. In the middle of the night, I awoke with pain in my jaw. I tried changing position several times, to no avail. I finally removed the guard and gave up.	The mouth guard worked very well for this person.	contradiction
How to time your trip to miami<br>Consider what you want most from a miami trip, because most trips involve a trade-off. [substeps] The best time of year in terms of weather and miami attractions and events is also the most expensive. If you're looking for the best value for your money, you can avoid the crowds, but miami weather can be uncomfortable and volatile.	Miami weather can be comfortable and volatile.	contradiction
Mouth Open<br>At night time, my mouth was falling open frequently. I purchased a mouth guard in the hopes it would help. In the middle of the night, I awoke with pain in my jaw. I tried changing position several times, to no avail. I finally removed the guard and gave up.	I couldn't figure out how to make the pain go away to I stopped wearing the guard.	entailment
How to reduce uvula swelling<br>Gargle with warm water and table salt. The warm water can feel soothing, and the salt can draw out the inflammation in your uvula. Don't make the water hot-this can burn your throat and cause more damage.	warm water is important to sooth the inflammation	entailment
Josh<br>Abby couldn't stand babysitting little Josh Tyler. He would often play mean tricks on Abby. One time he hid in the broom closet for two hours. Abby called the police thinking he was missing. When the police arrived they found him in the closet sleeping.	The police didn't go to the house. Tyler appeared before that. 	contradiction
The Board<br>Jane was in class as her teacher gave a lesson. The teacher wrote a question on the chalkboard. Jane couldn't quite make it out. She was having a hard time seeing this far away. She realized she would need to move to a closer desk.	Jane was at home when this event happened.	contradiction
How to stop feeling self conscious about your weight<br>Remind yourself that self-consciousness is a feeling not a fact. When you feel self-conscious it seems like a spotlight has been turned on you. Every aspect of yourself seems to be on display for others, primarily the flaws.	All people who remind themselves that feeling self conscious is a feeling will feel better about themselves.	neutral
How to stop feeling self conscious about your weight<br>Remind yourself that self-consciousness is a feeling not a fact. When you feel self-conscious it seems like a spotlight has been turned on you. Every aspect of yourself seems to be on display for others, primarily the flaws.	Three people who remind themselves that feeling self conscious is a feeling will feel better about themselves.	neutral
How to stop feeling self conscious about your weight<br>Remind yourself that self-consciousness is a feeling not a fact. When you feel self-conscious it seems like a spotlight has been turned on you. Every aspect of yourself seems to be on display for others, primarily the flaws.	People who gain a lot of weight will feel self conscious.	neutral
Nubkhesbed (“Gold and Lapis lazuli”) was an ancient Egyptian queen of the 20th dynasty. She was the Great Royal Wife of Pharaoh Ramesses VI and mother of Pharaoh Ramesses VII, Princess Iset (God's Wife of Amun) and Princes Amenherkhepshef and Panebenkemyt.	One of daughter children was a  Princess.	entailment
The New Guy<br>The new guy at work is odd. Just yesterday, he yelled at a co-worker. Then when he apologized, he ended up yelling even more! His co-worker took offense and punched him. Now, the new guy at work is much, much more quiet.	The new guy was punched.	entailment
TORONTO, March 7 (Reuters) - The Canadian dollar weakened to a session low against the greenback after data showed the domestic economy unexpectedly shed jobs in February. At the same time, investors were also taking in data south of the border that showed U.S. job growth accelerated last month. The Canadian dollar was at C$1.1055 to the greenback, or 90.46 U.S. cents, weaker than Thursday's close of C$1.0992, or 90.98 U.S. cents. The loonie hit a session low of C$1.1064 shortly after the data was released.	the Canadian dollar weakened.	entailment
How to install a modem<br>Make sure that your modem will work with your internet subscription. While rare, some modems encounter issues when paired with a specific internet company (e.g., comcast). Double-check your modem's compatibility with your current internet subscription before buying (if possible).	Comcast does not allow people to connect to the internet.	contradiction
"""Fast Lane"" was the third single released in 2001 by American R&B/soul singer-songwriter Bilal, from his debut studio album, ""1st Born Second"". The song peaked at no. 41 on Billboards R&B Singles chart. The music video for the remix featuring Dr. Dre & Jadakiss was directed by Sanaa Hamri."	Fast Lane has been covered by tool	neutral
Queensland Brewery Company is a heritage-listed office building and warehouse at 501 Ann Street, Fortitude Valley, City of Brisbane, Queensland, Australia. It was designed by HS McDonald for the Queensland Brewery Company and built from 1940 to 1942. It is also known as Credit Union Australia Building and RACQ Building. It was added to the Queensland Heritage Register on 21 October 1992.	Queensland Brewery Company has been visited by bill	neutral
"USS ""Daiquiri"" (SP-1285) was a motorboat – one of a series of identical boats – planned and built by the U.S. Navy in the event they would be needed during World War I. ""Daiquiri"" was armed as a patrol craft and assigned to New England waterways under the cognizance of the 1st Naval District based at Kittery, Maine. She was sold when the war ended."	Daiquiri was a motor boat.	entailment
"USS ""Daiquiri"" (SP-1285) was a motorboat – one of a series of identical boats – planned and built by the U.S. Navy in the event they would be needed during World War I. ""Daiquiri"" was armed as a patrol craft and assigned to New England waterways under the cognizance of the 1st Naval District based at Kittery, Maine. She was sold when the war ended."	You could shoot bullets from the Daiquiri.	entailment
The Muldoon Twins<br>Everyone in town called the two women the Muldoon Twins. In reality, they were mother and daughter. They lived alone and were very mean to everyone in town. The papers read one morning that the mother had died. Everyone was shocked to learn they weren't sisters.	The Muldoon Twins are women	entailment
Pascal's law (also Pascal's principle or the principle of transmission of fluid-pressure) is a principle in fluid mechanics that states that a pressure change occurring anywhere in a confined incompressible fluid is transmitted throughout the fluid such that the same change occurs everywhere. The law was established by French mathematician Blaise Pascal in 1647–48.	Pascal's law has a w	entailment
How to treat sexually transmitted diseases during pregnancy<br>Describe your symptoms. Consider if you have had any new sexual partners. If so, it is a good idea to get tested for stis just to be on the safe side.	sexual partners have been had by hank	neutral
RSC Anderlecht Féminin is a Belgian women's football team, currently playing at the Super League Vrouwenvoetbal. It formely played the Belgian First Division and the BeNe League, that was folded in 2015. The team was founded in 1971 as Brussels Dames 71.	The football team has male players.	contradiction
RSC Anderlecht Féminin is a Belgian women's football team, currently playing at the Super League Vrouwenvoetbal. It formely played the Belgian First Division and the BeNe League, that was folded in 2015. The team was founded in 1971 as Brussels Dames 71.	Men can play on the football team.	contradiction
Street<br>Potter went to work for a construction company. This was his first construction job. They worked that day on making a new street. He worked hard. He went home when it was done.	Potter contains a r	entailment
Lost Shoe<br>It was time for Ingrid to go to school. She had one shoe on. She couldn't find the other one. She finally found it under the couch. Dressed at last, Ingrid walked to school.	Ingrid traveled to school using her own feet.	entailment
How to know if you have spondylosis<br>Look for neck and back pain. Spondylosis often has no symptoms. However, if it does produce symptoms, pain along the neck and spine is one of the most common.	back pain shouldn't be treated	contradiction
People celebrate after Ireland calls for an end to the country's anti-abortion laws, with two-thirds of voters choosing to repeal the eighth amendment to the constitution. Orla O'Connor, co-director of the yes campaign, said it was 'a monumental day for women in Ireland'	Two-thirds of voters choosing to repeal the eighth amendment to the constitution in Ireland ended the anti-abortion laws.	entailment
"Sunday Live with Adam Boulton was a weekend news and political show on Sky News and on Sky News HD, presented by Sky News' Political Editor Adam Boulton. From January 2011, the programme was replaced with ""Murnaghan"", a similar show presented by Dermot Murnaghan. Boulton moved to a new weekday show at 13:00 on Sky News."	Boulton was happy to move to a weekday show instead of the weekend show.	neutral
Your Honor, just one other clarification question. With regard to asking what they saw and heard with regard to all of the statements and the articles, I would assume that's statements made after the gavel banged and the meeting was over. Some of those quotes are afterwards.	The gavel never banged.	contradiction
Cahit Berkay (born August 3, 1946, Uluborlu, Isparta) is a Turkish musician from the founders of the Moğollar band. He graduated from Kabataş Erkek Lisesi (Kabataş High School). He has composed credits and film music for many Turkish films. After this period, the Moğollar also worked with Selda Bağcan, Cem Karaca and Ali Rıza Binboğa beside the solo 45s.	Burkay speaks English and Turkish	neutral
The 2017 Youngstown State Penguins football team represent Youngstown State University in the 2017 NCAA Division I FCS football season. They are led by third year head coach Bo Pelini and play their home games at Stambaugh Stadium. They are a member of the Missouri Valley Football Conference.	Youngstown State university does not have a football team	contradiction
