sentence1	sentence2	gold_label
She had been afraid she would be alone in a crowd of boys .<br>Mirabel was almost as bad as a boy -- she was so noisy and sunburned and reckless .<br>But at least she wore dresses .<br>`` We 've come to go fishing , '' announced Davy .<br>`` Whoop , '' yelled the Cottons .<br>They rushed away to dig worms at once , Mirabel leading the van with a tin can .<br>Dora could have sat down and cried .<br>Oh , if only that hateful Frank Bell had never kissed her !<br>Then she could have defied Davy , and gone to her beloved Sunday School .	Dora is a girl.	entailment
When we heard of his illness I went over to Woodlands to see him , for I had always been a great favourite with him .<br>The big house was quiet , the servants going about their work as usual , without any appearance of excitement .<br>I was told that I could not see Mr. Lawrence for a little while , as the doctor was with him .<br>Mrs. Yeats , the housekeeper , said the attack was not serious and asked me to wait in the blue parlour , but I preferred to sit down on the steps of the big , arched front door .<br>It was an evening in June .	Woodlands was out of town.	contradiction
Helen could say no more ; she kissed and comforted the faithful little soul , feeling all the while such sympathy and tenderness that she wondered at herself , for with this interest in the love of another came a sad sense of loneliness , as if she was denied the sweet experience that every woman longs to know .<br>Amy never could remain long under a cloud , and seeing Helen 's tears , began to cheer both her cousin and herself .<br>`` Hoffman said he might live with care , do n't you remember ?<br>and Hoffman knows the case better than we .<br>Let us ask him if Casimer is worse .	Amy was crying.	neutral
Gwen Graham running for Governor Former US Rep. Gwen Graham announced Tuesday, May 2, 2017 that she is running for governor at Carol City park in Miami Gardens. Emily Michot Miami Herald × SHARE COPY LINK Former US Rep. Gwen Graham announced Tuesday, May 2, 2017 that she is running for governor at Carol City park in Miami Gardens. Emily Michot Miami Herald	Governor is a step up from US Rep.	neutral
How to calculate daily interest<br>Gather the information needed to calculate interest. This includes the amount of money you will be investing or saving, the length of the term and the proposed interest rates. You may have several sets of variables if your intention is to compare alternatives.	Once you gather information on your money amount, you are ready to calculate interest.	entailment
"How to account for sweat equity<br>Calculate the value of the business. Before you can determine the value of any sweat equity, you'll first need to determine the value of the business. That's because you'll effectively be compensating somebody with "" part "" of the business."	Sweat Equity is a contribution in the form of labor. 	neutral
Mr. Mac Harb (Ottawa Centre, Lib.) moved for leave to introduce Bill C-393, an act to require federally regulated financial institutions, credit bureaus and federal corporations to advise consumers before giving any information on their financial history to a credit grantor or credit bureau and to allow for correction of a record following an objection by a consumer.	Mac Harb lives in Ottawa Centre.	entailment
So, even though statistics come out every week telling us what a total fiasco the employment insurance plan is, how it does not serve the interests of the unemployed in Quebec and Canada, the Liberals say the Quebeckers and Canadians who appeared before the Standing Committee on Finance do not understand the plan when it is the plan that makes no sense at all.	The speaker thinks that the plan makes no sense.	entailment
That he will call the attention of the Senate to the vacancy in the Senate created by the retirement of the Honourable Richard Doyle of Ontario; to the long-standing tradition of appointing a senior journalist from Ontario to the Senate; and to some helpful suggestions for the Prime Minister in this regard.	The Honorable Doyle of Toronto.	neutral
By Starla Pointer • Staff Writer • November 30, 2017 Tweet Linfield presidential finalists to visit Only online subscribers may access this article. One-day subscriptions available for just $2. Subscribe online by clicking here. Already a subscriber, please log in.	Readers find value in online reading material.	neutral
A photograph shows the proposed sand mine operation on a parcel north of State Road 70 and Lake Annie. Biologist Dr. Hilary Swain with Archbold Biological Station has voiced concerns how a sand mine there would affect Lake Annie, a groundwater-fed lake just across State Road 70 to the south. However, the Planning and Zoning Commission granted the landowner a special exception.	Dr. Hilary Swain worked in conjunction with the Planning and Zoning Commission.	neutral
Based on the evidence of the health threats of tobacco, based on the thousands of deaths from tobacco related diseases and the terrible toll that tobacco addiction takes on individuals in society, it is very difficult to imagine any reason for not supporting the bill and its important amendments to the Tobacco Act.	Quitting tobacco use is not an easy thing to do.	neutral
In support of international efforts, we are prepared to take the following steps today: to put a halt to any export credit through the Export Development Corporation; to put on hold any negotiations with the Yugoslav airlines for landing rights; to put on hold any discussions on bilateral efforts; and to consider what kind of support we might provide on a humanitarian basis.	Humanitarian aid will be halted for Yugoslavia. 	contradiction
If Brian Tobin had held an election concurrent with the provincial election for members of the House of Assembly in the province of Newfoundland and Labrador, Newfoundland on February 9 would have somebody who represented the interests of Newfoundland and not just those of the Prime Minister.	Newfoundland and Labrador would have somebody who represented their interests. 	entailment
How to serve wines<br>Chill red wine to 53-69 ° f (12-21 ° c). Always serve red wine below room temperature. Serve rich red wines, like cabernet sauvignon and shiraz, at a warmer temperature than light red wines, like pinot noir and zinfandel.	Pinot grigio is a red wine.	neutral
Keith Urban had such a great time ringing in the New Year, so he’s back to do it again! For the second consecutive time Urban will headline Nashville’s Jack Daniel's Music City Midnight on Dec. 31 at Bicentennial Capitol Mall State Park. Other performances include Maren Morris, Cheap Trick, Carly Pearce, Jonny P and Fisk Jubilee Singers. The event is FREE and open to the public, with VIP tickets available. MORE	Keith Urban will perform at music city midnight first	neutral
How to become a calvin klein model<br>Do cardio 4-5 days per week to stay lean. A gym membership will be your best friend if you plan on having a future as a professional model. Begin performing cardiovascular exercise like running, swimming, cycling, or aerobics in order to stay trim and healthy.	staying fit will make you a calvin klein model	neutral
His first glance was for the arrow .<br>It was the first of these missiles he had seen , and as he turned it to and fro , the dark hue of it touched him with some fear .<br>Again there was some writing : one word -- `` Earthed . ''<br>`` Ay , '' he broke out , `` they know I am home , then .<br>Earthed !<br>Ay , but there is not a dog among them fit to dig me out . ''<br>Sir Oliver had come to himself , and now scrambled to his feet .<br>`` Alack , Sir Daniel ! ''	Sir oliver knew many weapons.	neutral
"MONROVIA, Liberia â€” U.S. Health and Human Services Secretary Tom Price is making his first trip overseas to Liberia, the West African country where Ebola killed more than 4,800 people. Price on Thursday praised Liberia for its ""remarkable co-operation "" on health care issues. He toured a community that was hit hard by the Ebola virus in 2014. Ebola survivor Mohammed Kromah told Price how he spent almost two months at a treatment centre . He showed the U.S. health secretary his Ebola-free certificate, which was greeted with wide applause."	People in Liberia are happy that Kromah doesn't have ebola.	neutral
The port authority may establish a certain fashion of operation based on the bylaws that are in place now in the neighbouring municipality or jurisdiction and then all of a sudden, if that jurisdiction were to change its bylaws, it could cause the port authority to have to make substantial and profound changes in the way it operates.	The port authority's operations are currently tied to the neighboring city	entailment
How to use adjustable objective rifle scopes<br>Be sure that your scope is mounted properly. Sighting-in can have been done preliminarily, but additional sighting-in will be desirable after following these steps : Know your rifle. There are actually two optical systems in a rifle scope.	There are actually two optical mounts in a rifle scope.	neutral
That might not sound bad to the Minister of Finance or to the Minister of Health, Mr. Speaker, but if your mother or your aunt or one of your family had to spend the next nine, ten or twelve months of their lives not being able to pour a cup of tea for themselves or not being able to walk across the kitchen, you would have to say that there is something seriously wrong with the Canadian health care system.	Mothers and aunts drink tea.	entailment
How to appreciate poems<br>Read the poem several times. Doing just 1 reading of the poem may not be enough for you to appreciate it. Try reading it at least 2-3 times, taking breaks between each reading.	Reading a poem 23 times will help you to appreciate it.	neutral
After slashing transfers to the provinces and getting more money from the unemployed, the workers and the employers who pay EI premiums but find it harder now to qualify for benefits, the federal government has racked up an accumulated surplus of $10.4 billion in the first six months of this fiscal year.	Slashing transfers saved more money that the workers, unemployed, and employers gave	entailment
Of late we had been growing a little discouraged .<br>Aunt Susanna had recently read a magazine article which stated that the higher education of women was ruining our country and that a woman who was a B.A. could n't , in the very nature of things , ever be a housewifely , cookly creature .<br>Consequently , Margaret 's chances looked a little foggy ; but we had n't quite given up hope .<br>A very little thing might sway Aunt Susanna one way or the other , so that we walked very softly and tried to mingle serpents ' wisdom and doves ' harmlessness in practical portions .	The article believes that women getting higher education is bad	entailment
But if I went back to those groups that have been working on this problem for so many years and presented this option, this solution from the Reform Party, I think I would be greeted with ``oh no, not again, here we go, another attempt to try to solve this problem through legal provisions, another attempt to spend more money, more time, more effort on Criminal Code sanctions, another attempt to scratch the surface of this issue and never go beyond''.	the reform party does not want to spend money	neutral
Notley hopeful attacks on women politicians will fade in coming year After a politically nasty year that saw women politicians face a barrage of attacks on social media and angry demonstrators shouting to have them put behind bars, Premier Rachel Notley is optimistic there will be a return to civil discourse. In a year-end interview with CBC News, Notley reflected on 2016, a year that saw hateful social-media attacks against MLA Sandra Jansen, and chants of “Lock her up” directed at the premier at an anti-carbon tax rally in Edmonton.	Notley identifies as a male	contradiction
"Guanyin or Guan Yin is an East Asian bodhisattva associated with compassion as venerated by Mahayana Buddhists. She is commonly known as the ""Goddess of Mercy"" in English and Gayatri in Hindi. The Chinese name Guanyin is short for Guanshiyin, meaning ""[The One Who] Perceives the Sounds of the World""."	Mahayana Buddhism is just one of many offshoots of Buddhism.	neutral
What do he and his constituents think of a government that writes a letter in 1994 promising income support until May 1999 and then a year before this literally rips up that contract with thousands of fishermen and plant workers and say here is the new deal, completely destroying their hope and faith in the Canadian federal government system?	This occurred in the 20th century	entailment
How to register a gun<br>Look up your state's gun laws online before purchasing a gun. Depending on the state you live in, gun registration may or not be necessary. Visit your state's website to get information about its particular gun regulations.	Depending on the state you live in, gun registration is probably necessary.	neutral
"Isabelle Guérard (born July 1, 1978) is a Canadian film and television actress. She garnered a Canadian Screen Award nomination as Best Actress at the 2nd Canadian Screen Awards in 2013 for ""The Storm Within (Rouge sang)"", and a Jutra Award nomination as Best Actress in 2010 for ""Détour""."	"""Detour"" and ""The Storm Within"" were critically acclaimed movies in Canada during the 21st century."	neutral
Lall Ramnath Sawh CMT, FRCS (Edin) (born 1 June 1951) is a Trinidadian urologist in the Caribbean and Latin America. Based in Trinidad and Tobago, Sawh was a pioneer of kidney transplantation in the Caribbean in 1988 and is a recognized leader in the field of urology.	Lall was born in 1951	entailment
How to trim bangs between haircuts<br>Obtain your tools. You will need a fine-tooth comb and sharp hair-cutting scissors for trimming bangs. You will also need bobby pins and/or hair ties to tie or pin your hair back.	Trimming bangs should be pretty easy	neutral
There is an enormous amount of work that goes on in committees when members put aside some of their partisanship and focus on how to build an excellent health care system, on how to build a good research and development program and how to deal with issues of equity when you are looking at issues of debt reduction.	Members always put aside some of their partisanship.	neutral
"July 31 (UPI) -- Guinness World Records announced a hedge maze covering 383,160.12 square feet in China has been awarded three world records. The Yancheng Dafeng Dream Maze in Yancheng, Jiangsu Province, was awarded records for largest maze, largest hedge maze and largest pathway network in a hedge maze, all in the ""permanent"" category, Guinness said. The maze, which from the air creates the image of a giant elk walking through a field, opened to the public at the end of 2017. The massive maze includes more than 10 garden rest areas so hikers tackling the puzzle can recoup some energy."	July 31 (UPI) -- Guinness World Records announced a big hedge maze covering 383,160.12 square feet in China has been awarded three world records. 	entailment
The Longest Nap<br>Tom was tired from work. He decided to take a short afternoon nap. Tom didn't wake up right away. His nap turned into a long sleep. Tom slept straight through the night.	tom does not work in the afternoons	entailment
The School of Hotel Administration (SHA, more commonly known as the Hotel School) at Cornell University is a specialized business school in the SC Johnson College of Business at Cornell University, a private Ivy League university located in Ithaca, New York. Founded in 1922, it was the world's first four-year intercollegiate school devoted to hospitality management.	SHA is commonly known as a hospitality school.	entailment
How to make a marble mirror cake<br>Preheat the oven to 350 f. Beat the cake mix, butter and milk on medium-high speed. Add in the eggs one at a time until fully mixed. Then, beat on high for two minutes.	marble mirror is descriptive of the final glaze that will go on the cake	neutral
I was but new risen from a bed of sickness ; and there was nothing in the state of our affairs to hearten me for much exertion ; travelling , as we did , over the most dismal deserts in Scotland , under a cloudy heaven , and with divided hearts among the travellers .	I was getting over a cold.	neutral
How to choose the healthiest salad greens<br>Look for low-calorie greens. If your idea of healthy is synonymous with low in calories, you might choose red leaf lettuce. This lettuce, like all varieties of lettuce, is mostly water.	lettuce is made of H20	entailment
"Archer Peak ( ) is a peak, 110 m high, on the southwest extremity of Possession Island, Antarctica. It was named by the British Antarctic Expedition, 1898–1900, either for A. Archer, Esq., of Australia, mentioned in the preface to Carsten Borchgrevink's ""First on the Antarctic Continent"", or for Colin Archer who designed Borchgrevink's vessel, the SS ""Southern Cross""."	Colin Archer was not not not an actual archer.	entailment
The World Health Organization moved Friday, to revise alarming predictions that a pandemic stemming from the bird flu virus ravaging parts of Asia, could kill as many as 150 million people.	The bird flu is only in Asia.	neutral
Emma Watson and Dan Stevens were perfect in Beauty And The Beast, but what if some cool Indian producer decides to make a Bollywood version of it? They won’t need to think much about casting the leads because Deepika Padukone and Ranveer Singh‘s fans have already done it! Check it out – Nice!	Emma Watson is a great actor	neutral
How to assess your cat's weight<br>Feel for your cat's ribs. Have your cat in a standing position and kneel behind it. Place your thumbs on its backbone and spread your hands down over its ribcage.	ribs are an indicator of weight	entailment
How to collect car repossession deficiency<br>Read your state law. In order to collect on a deficiency, you need to follow your state's notice requirements. If you fail to follow the requirements, then you might not be able to sue for the deficiency.	It is necessary to read state laws about repossession	entailment
We seem to be getting all kinds of time to discuss this in the House today, which is appropriate, but we have had other things come before the House, which have run into the billions of dollars, on which the government has moved closure and time allocation so that members on this side of the House did not get an opportunity to express their concerns or thoughts.	The house doesn't get enough time to discuss important issues even though they amount to billions of dollars and motions have been put in place to allow them to do so while they discuss other topics that seemingly have more importance and do not surmount to nearly as much money.	entailment
"RED VERSUS YELLOW In broad terms, Thailand's crisis is a battle between the ""yellow shirts"" -- royalists, the military and urban Thais, who back Prime Minister Abhisit Vejjajiva -- and the ""red shirts"" -- supporters of former premier Thaksin Shinawatra whose power base was mainly drawn from the country's millions of rural poor. Bureaucratic and military elites have run Thailand for decades, with the poor excluded except during elections when competing parties would try to buy their votes. When Thaksin swept to power in 2000, promising a raft of policies aimed at the poor, things changed."	The royalists only wear yellow	neutral
Deep Eddy Pool is a historic, man-made swimming pool in Austin, Texas. Deep Eddy is the oldest swimming pool in Texas and features a bathhouse built during the Depression era by the Works Progress Administration. The pool began as a swimming hole in the Colorado River, became a resort in the 1920s, and is today a popular swimming pool operated by the City of Austin.	The swimming pool was made from just men	entailment
How to hoard food for an emergency<br>Make sure you have at least £ 300/$490/342 euro's (these are equivalent as of the seventh of may , 2011). Go to a shop that sells canned foods and drinks. Tinned and dried foods are best, as they last for a long time.	Currently, £300 is worth about $481.	contradiction
"Peter MacDonald is an English film director, cinematographer, and producer from London, England. A prolific second unit director, MacDonald has worked on various Hollywood blockbusters including ""Guardians of the Galaxy, The Bourne Ultimatum, Harry Potter and the Prisoner of Azkaban"", and ""The Empire Strikes Back."""	He was apart of at least 1 film that was filmed in Gencoe	neutral
How to handle being in love with two people<br>Look into any differences between how you love each person. If you find yourself in love with two people, these people may be meeting different emotional needs. Identifying the different reasons you love each person can help you figure out how to move forward.	How to handle being in love with two people requires input from friends and family.	neutral
How to get siri to say your name<br>Set your personal contact information. Siri will call you whatever you have listed as your name in your personal contact. You may not have this information set, but you can add it using the settings app.	Siri will say your name even is it is not directly set in your personal contact information.	neutral
Mr. Speaker, before looking specifically at Group No. 2 of motions, I would like to mention that I committed an almost unpardonable omission just now when I was listing all the groups of employees whom we would have liked to have seen receive more attention in the review of the Canada Labour Code.	Group 2 of motions is mentioned	entailment
How to recognize skin cancer in cats<br>Look for lumps or discoloration. Skin cancer usually creates an area on the skin that is discolored and raised. When playing with your cat or cuddling up with it, take the time to look over its body for areas of discolored skin.	You have to play or cuddle with your cat	neutral
May was very pretty .<br>You know sometimes , when you are used to a pretty face , how , when it comes into contact and comparison with another pretty face , it seems for the moment to be homely and faded , and hardly to deserve the high opinion you have had of it .	All pretty faces deserve to be noticed.	neutral
Teleglobe's charges are substantially higher than for long-distance calls of equivalent length over the North American telecommunications grid, where competition and choice exist, or for overseas telecommunication calls that are routed via the United States, where competition and choice also exist.	It is cheaper to make a long distance call from North American than from at least one other place.	entailment
What Canadians have told us is that regardless of the fact that government is really responsible constitutionally for education, parents, grandparents and young people themselves want all governments to work together toward education and ensuring that every person who wants to get an education is not deprived of getting that education through colleges or universities or other institutions by virtue of the fact that they do not have any money.	Education is not for everyone.	neutral
"Peter James Hobday (born 16 February 1937) was a presenter on the early-morning BBC Radio 4 programme ""Today"". He was the anchorman for the award-winning ""The Money Programme"" on BBC television. He helped launch the late night current affairs programme ""Newsnight"" on BBC2, where he was both an anchorman and economic specialist. He also helped launch ""In Business"" on Radio 4."	peter is interested in current affairs	entailment
Brian Helps Out<br>Five-year-old Brian was watching the news with his parents. When pictures of the Louisiana flood came on, the child cried. At dinner, he worried what children in Louisiana were eating. The next day, his teacher helped him write a letter to the school. Brian's letter raised 400 cans and boxes of food for The Red Cross!	Brian's letter raised less than 400 boxes of food for The Red Cross.	contradiction
In September, 1998, an invitation was sent by that committee to Dr. Chopra and others to appear before the committee, and a notice of meeting was issued for October 1, 1998. That meeting, however, was cancelled as the scientists stated that they were concerned about the repercussions on their careers if they appeared before our committee.	an invitation was not sent by that committee to Dr. Chopra 	contradiction
How to invest in bric mutual funds<br>Figure out a long-term plan. No single investment is going to be great for you if it's not matched to your overall investment strategy. Think about how long you want to leave money in the mutual fund and how much gain you think you can reasonably expect over time.	you need to understand how to calculate investment gain over time to invest in bric mutual funds	entailment
Ahern, who was travelling to Tokyo for an EU-Japan summit yesterday, will consult with other EU leaders by telephone later this week in an effort to find an agreed candidate to presidency of the European commission.	Ahern was not in Japan before the summit	entailment
Stokes shift is the difference (in wavelength or frequency units) between positions of the band maxima of the absorption and emission spectra (fluorescence and Raman being two examples) of the same electronic transition. It is named after Irish physicist George G. Stokes.	George Stokes was not the inventor of Stokes Shift	neutral
How to use maca powder<br>Use maca as medicine. As a medicine, both maca root and powder has traditionally been used to treat anemia, chronic fatigue, and to boost energy. It also enhance both physical and sexual performance as well as male and female libido by balancing hormones.	Maca root has been successful in treating anemia.	entailment
It is my duty, pursuant to Standing Order 38, to inform the House that the questions to be raised tonight at the time of adjournment are as follows: the hon. member for Sackville-Musquodoboit Valley-Eastern Shore, shipbuilding industry; the hon. member for Lvis-et-Chutes-de-la-Chaudire, shipbuilding; the hon. member for Vancouver East, justice; the hon. member for Yorkton-Melville, firearms registry.	The four questions are all regarding shipbuilding industry. 	contradiction
"The situation is being monitored by the World Health Organization but says ""it is too early to know whether the virus is changing in ways that would signal the start of a human flu pandemic,"" says Maria Cheng a spokeswoman for the WHO. ""It's one isolate from a single virus from Turkey. The sample suggests the virus might be more inclined to bind to human cells rather than animal cells, but there's no evidence that it's becoming more infectious. If we started to see a lot more samples from Turkey with this mutation and saw the virus changing, we'd be more concerned."""	The mnemonic device WHO is also a word.	entailment
They are not happy about the lack of jobs, the rising cost of post-secondary education, the dismantling of the health care system, the price of grain as announced recently by the Canadian Wheat Board, the cost of transporting farm products to market, the political manipulation of the grain transportation system over the last 40 years, an ineffective Young Offenders Act, and the lack of justice in that criminals appear to have more rights than law-abiding citizens.	There is a debate of whether criminals have more rights than average citizens	entailment
"Lose Control is the solo debut extended play by Chinese singer and actor Lay (Zhang Yixing), a member of the South Korean boy group EXO. It was released on October 28, 2016 in South Korea and China by S.M. Entertainment and distributed by KT Music. The EP features six tracks in total, including the two singles ""what U need?"" and ""Lose Control""."	Actor Lay was part of a group.	entailment
The level of federal funding is beyond the control of the provinces and nowadays, with the budget surpluses which are accumulating in Ottawa and which are not virtual, but quite real-the federal government mentioned something in the order of $90 billion over the next five years-there is a very strong desire to interfere more and more in numerous areas.	Ottawa will accumulate a budget surplus over the next five years	entailment
"USS ""Yorktown"" (Gunboat No. 1/PG-1) was lead ship of her class of steel-hulled, twin-screw gunboats in the United States Navy in the late 19th and early 20th centuries. She was the second U.S. Navy ship named in honor of the American Revolutionary War's Battle of Yorktown."	the ship is held together with wood and steal	contradiction
The petitioners request that parliament repeal Bill C-68 to redirect the hundreds of millions of tax dollars being wasted on licensing responsible farm gun owners and that the money be put into places like women's crisis centres, the prevention of crime and other means of fighting organized crime on the streets.	the petitioners don't have any requests	contradiction
"That One Night is a 2008 Canadian comedy film directed, written and produced by Rick Alyea. This film stars Crystal Lowe, Amanda Crew and Sam Easton, who were all from the 2006 horror film ""Final Destination 3"". The film was shown at the 2008 Omaha Film Festival."	Rick Alyea produced The One Night but not Final Destination 3. 	neutral
How to best absorb magnesium supplements<br>Understand the importance of magnesium. Every organ in your body needs magnesium to work properly. It contributes to several important functions.	It says that all organs need magnesium to work	entailment
It's the weekly news quiz - have you been paying attention to what's been going on in the world over the past seven days? If you missed last week's quiz, try it here Picture credits: Getty Images and Reuters Join the conversation - find us on Facebook, Instagram, Snapchat and Twitter	You can also try next weeks quiz on Facebook, Instagram, Snapchat and Twitter.	neutral
Farmer's Market<br>Benton was spending his morning at the farmer's market. He browsed through fruits, veggies, and local craft. Benton enjoys supporting local business. He filled bags with fruit and vegetables. Benton considers this a fruitful trip.	Benton did not purchase every type of thing he looked at	neutral
The mere fact that someone like Claude Ryan, a political opponent who headed the no committee in 1980, is now recalling the first referendum held on Quebec sovereignty and now speaking up to seek recognition for the very important principle of democracy, and siding with the likes of Lucien Bouchard and the leader of the Bloc Quebecois, that is very important.	Claude Ryan is a neutral party in the recognition of the very important principle of democracy.	contradiction
It was pale , fainting moonlight .<br>The harbor looked like a phantom harbor , and the night was as still and cold and calm as the face of a dead man .<br>At last I saw my wife coming to me along the shore .<br>When I saw her , I knew what I had feared and how great my fear had been .<br>As she drew near , I saw that she had been crying ; her face was stained with tears , and her dark hair hung loose over her shoulders in little , glossy ringlets like a child 's .<br>She seemed to be very tired , and at intervals she wrung her small hands together .	The wife had mascara running down her face.	neutral
"Aisling McLaughlin is an Irish actor whose theatrical career spans a decade in the industry. She performed in the first of a series of one-woman plays called ""Picasso's Women"" in 2007. McLaughlin has also appeared in the television dramas ""Fair City"" and ""Killinaskully""."	Aisling McLaughlin was born in Ireland.	entailment
Follow KDKA-TV: Facebook | Twitter EAST PITTSBURGH (KDKA) — Three people were injured in a two-vehicle crash on Route 30 Monday evening. It happened around 7 p.m. in East Pittsburgh. At least three people have been transported from the scene. Emergency dispatchers say Route 30 is expected to be closed in both directions “for quite some time” between Electric Avenue and the Westinghouse Bridge. State police are taking over the investigation. Further details have not yet been released. Stay With KDKA.com For More Details	People who traveled on route 30 may have been able to see the crash.	neutral
"Geranium erianthum (woolly geranium) is a flowering plant found in China, Japan, Russia, and North America. Within its range, it is often known as ""wild geranium"" or ""cranesbill"", but note that these common names are also used for several other species within the ""Geranium"" genus."	This plant has been located in a small island nation in east asia before.	neutral
Coniston Water in Cumbria is the third largest lake in the English Lake District. It is five miles long by half a mile wide (8 km by 800 m), has a maximum depth of 184 feet (56 m), and covers an area of 1.89 sqmi . The lake has an elevation of 143 feet (44 m) above sea level. It drains to the sea via the River Crake.	Coniston Water is a long lake.	entailment
"Aziz confirmed that Iraq's demands include ""the lifting of the blockade and the restructuring of the espionage commission, including its Chairman, (Richard) Butler."	Iraq wants to trade again	neutral
Tired<br>Eric went to the gym. He had a very strenuous cardio workout. He ran almost seven miles. When he went home he took a shower. Then he sat down and immediately fell asleep.	Eric always falls asleep when he returns from the gym	neutral
The new work went an extra step, suggesting that the connections that the stem cells form to help bridge the damaged spinal cord, are key to recovery.	The new work took multiple steps.	entailment
In the second petition, the petitioners are calling on Parliament to conduct a thorough internal investigation including an extended forensic audit going back to the 1980s on the illegal, immoral and corrupt political practices and injustices which are being committed by some Nakoda Stony tribal leaders on the reserve population, especially those who have dominated since the 1960s.	The forensic audit will cover 1985.	entailment
SHIMOGA: The health condition of Shivu, the oldest elephant at the Sakrebylu Elephant Camp, about 15 km from here, has become a matter of concern to its maintenance staff. The elephant, which is said to be suffering from acute pain in the stomach, is refusing to take any hard food since the last one week. It has been kept on supportive medicinal system. According to sources in the wildlife section of the Department of Forests, the 85-year-old elephant is suffering from age-related weakness. Its health condition has made officials of the department and mahouts anxious.	The elephant is suffering from age-related weakness.	entailment
"Thus, China's President repeatedly sent letters and envoys to the Dalai Lama and to the Tibetan Government asking that Tibet ""join"" the Republic of China."	Chinas president sent letters	entailment
How to keep your eyes healthy when using decorative lenses<br>Use only fitted and prescription decorative lenses. All contact lenses are considered medical devices. For this reason, it's important to get your decorative lenses from your eye doctor.	Do not use unfitted	entailment
Salvadoran reporter Mauricio Pineda, a sound technician for the local Canal Doce television station, was shot to death today in Morazan Department in the eastern part of the country.	Salvadoran reporter Mauricio Pineda was shot in the eastern part of Canal Doce.	entailment
The chain of events which led to the collapse of Barings, Britain's oldest merchant bank, is a demonstration of how not to manage a derivatives operation.	British oldest merchant Bank  learn how to manage derivatives operation	contradiction
The Israeli army forces carried out, on Saturday, a widespread military operation into the West Bank town of Jenin and its refugee camp, local Palestinian sources said.	Jenin is the smallest place in the West Bank	neutral
She was a clever journalist , who worked on a paper , and was reputed to be writing a book .<br>The girls felt they were highly privileged to be boarding in the same house , and counted that day lost on which they did not receive a businesslike nod or an absent-minded smile from Miss Monroe .<br>If she ever had time to speak to one of them about the weather , that fortunate one put on airs for a week .<br>And now to think that she had actually promised to drop into Ida 's room on New Year 's Eve and eat fruit cake !	Miss Monroe is not married.	entailment
A company investigation turned up metal in roughly 200 pills of the 70 million it passed through a metal detector, according to the FDA.	The company investigation reported its findings to the FDA.	entailment
More often than not, this chamber has had quite a few empty seats on the day Royal Assent is given, which leads me to conclude that it is something which is not as attractive to senators as proceedings on another day would be and which would allow them to be in attendance in larger numbers.	Large numbers of senators are Royals	neutral
It is Sunday today, let's take a look at the most popular posts of the last couple of days. Most of the articles this week deal with the iPhone, its future version called the iPhone 8 or iPhone Edition, and new builds of iOS and macOS. There are also some posts that deal with the iPhone rival called the Galaxy S8 and some other interesting stories. The list of the most interesting articles is available below. Stay tuned for more rumors and don't forget to follow us on Twitter.	iphone 8 is iphone edition	entailment
Share this post: According to reports, Aruwa died in the early hours of today Sunday December 9th at a private hospital in Barnawa Kaduna State. Family sources say his funeral prayer will take place at Sultan Bello Mosque Kaduna. Senator Aruwa represented Kaduna Central Senatorial zone at National Assembly from 1999-2007. May his soul rest in peace, Amen. Follow us on twitter @NigeriaTodayNG Also, Like us on facebook (Visited 22 times, 22 visits today)	Aruwa was a senator in 1998	contradiction
These acoustic methods are now expected to be useful for the long-range remote sensing of schools of fish as well as for distant ocean bottom characterizations.	Scientists have only rudimentary capabilities when it comes to characterizing distant ocean floors.	neutral
The president Cristiani spoke today at the El Salvador military airport before he left for Costa Rica to attend the inauguration ceremony of president-elect Rafael Calderon Fournier.	The president Cristiani spoke today at the El Salvador military airport before he left for Costa Rica. Costa Rica is where Mick Jagger was born.	neutral
Brand<br>Anna had always eaten brand name cereal. When she married and had kids, though, her budget tightened. She decided to sample the store brands. To her surprise, they tasted great! Anna started buying nothing but store brands.	Anna was not always married	entailment
David Millar retained his Tour de France leader's yellow jersey despite crashing in the final two kilometres of the third stage of the race to Nantes.	He had never raced before	contradiction
Scammers are stealing millions of dollars from Canada by claiming to be from the Canada Revenue Agency in telephone calls. We trace the calls back to illegal call-centres in India and meet a former employee and local police who say the RCMP isn't doing enough to stop the perpetrators.	the agent is aged more than 20	neutral
By buying local companies, Philip Morris and its subsidiary inherit informal trade contacts cultivated under Soviet rule that may help to smooth any future moves east.	Phillip Morris bought over  50 companies in the us	neutral
Members of the federal government team most active in implementing Gathering Strength include the Department of Indian Affairs and Northern Development, Canadian Heritage, Department of Fisheries and Oceans, Health Canada, Human Resources and Development Canada, Industry Canada, Department of Justice, Natural Resources Canada, Solicitor General and Statistics Canada.	Health Canada is not involved in the implementation of Gathering Strength. 	contradiction
Honourable senators, I am somewhat hesitant, even humbled, to introduce my rather technical subject after listening to the learned debate this afternoon on Bill C-20. The quality of the debate has been unusually high and fascinating, given the nature of the subject matter - the very survival of our great nation.	The debate was reviewed on paper before introducing to the group of senators.	neutral
The motor industry accounts for as much as 40 per cent of the 450,000 installed industrial robots worldwide but their use is changing and applications are expanding.	robots have expanded worldwide	entailment
The tiny kitchen was hot and stifling .<br>How she longed for the great , roomy kitchen in her old home , with its spotless floors and floods of sunshine streaming in through the maples outside .<br>There was room to live and breathe there , and from the door one looked out over green wind-rippled meadows , under a glorious arch of pure blue sky , away to the purple hills in the distance .	The kitchen has a wonderful breeze that blew in from the purple hills.	neutral
