sentence1	sentence2	gold_label
By the way, they are going to build this fund and they are going to have some Liberal hacks running it unaccountable because there are clauses in here which, if they do not get changed, will make sure that the investment board of the Canada pension plan is not accountable to Parliament.	money is central to this issue	neutral
(2) The committee designated or established for the purpose of subsection (1) shall, as soon as practicable, undertake a comprehensive review of the provisions and operation of this Act and, shall within five yeas after the review is undertaken, submit a report to the House of Commons.''	2 reports have been submitted  to the House of Commons.	neutral
I agree with that, and I did support that law. But I think that we should find a way to allow some kind of civic unions, and I basically agree with Dick Cheney and Joe Lieberman. And I think the three of us have one view and the Governor has another view.	One of the people mentioned in this text shot somebody in a hunting accident.	neutral
That's not smart. I don't want American workers subsidizing the loss of their own job. And when I'm president, we're going to shut that loophole in a nanosecond and we're going to use that money to lower corporate tax rates in America for all corporations, 5 percent. And we're going to have a manufacturing jobs credit and a job hiring credit so we actually help people be able to hire here.	American workers have one of them named arnold	neutral
The Harper as well as Graham set out very clear limits on the context of the ability to extend works in the public domain. Those limits make no sense under the reasoning the Government has offered. The Government's reasoning would make all of those opinions irrelevant and wrong.	The government's opinion paid no heed to previous opinions.	neutral
Now, I don't have time to preside over a deposition at this late date. And I know that you respect that. You're experienced counsel and you know that. I do know from my private practice experience that I was extremely loathed to get a judge on the telephone in mid-deposition. That could be one of the most unhappy experiences that a lawyer would have.	The lawyer that is speaking owns his own law firm currently.	neutral
And I've done that. Over 20 years in the United States Senate, I've worked with John McCain, who's sitting here, I've worked with other colleagues. I've reached across the aisle. I've tried to find the common ground, because that's what makes us strong as Americans.	This person is a Democrat.	neutral
In other words, you say to a youngster, it will be in your financial interest to start saving for future illness, but for the working folks that do want to have health care that can't afford it, a couple of things we need to do. One, we need more community health centers.	Many people want health care but can afford it.	neutral
"And the budget plan that I've put out, according to the ""Los Angeles Times"" again, the way these things are typically measured as a percentage of the GDP, will bring government spending down to the lowest level in 50 years. So I want to proceed carefully to cover more people."	More people will be covered by the budget plan.	neutral
Instead, I am raising this question of privilege on the grounds that this attack on Ms Copps is clearly a means to obstruct a member of Parliament of either house in the discharge of their duties, whether the duties are met in the other place or whether the duties are met in this place.	The fluent speaker thinks the attack on Ms Copps is genuine	neutral
Biotechnology, in Montreal essentially, was established with the assistance, the indefeasible support of the Canadian government and of my colleague in industry, especially through the creation of the biotechnology research institute, which gave a lift to biotechnology in Montreal.	Biotechnology is the largest industry in Montreal.	neutral
It's certainly the case that we are asserting, in light of the changed circumstances, that the opportunity to build upon works within the public domain is a fundamental First Amendment interest, and that the First Amendment values, vital speech interest at stake of this case, is that the public domain be permitted as a source for cultivating work about our culture without unnecessary legal restriction.	First Amendment values, vital speech interest at stake of this case we must agree	neutral
But I thought you were saying that if you accept the Copyright Clause argument, then you have a way, in effect, of devaluing the Government's claim of its important interest and important objective when you get to the First Amendment intermediate scrutiny analysis.	Copyright Clause has a qq	neutral
Mr. Speaker, to answer the member's first point about lower unemployment, the Minister of Finance in budget plan 1999 on page 64 projects that employment insurance benefit payments will rise from $11.8 billion to $13.8 billion by 2000-01, an extra $2 billion for employment insurance payments.	The benefit payments for employment insurance were $8 billion in 1997.	neutral
But it is hard to understand how, if the overall purpose of the Copyright Clause is to encourage creative work, how some retroactive extension could possibly do that. I -- one wonders what was in the principle 13 difficult principle given to Congress and has been exercised so repeatedly out there that would ever kick in?	The Copyright Clause is related to santa	neutral
He came to care about the Senate, but he has deep concerns about its viability in its present form, concerns which he expressed in a very fine speech in February of 1998. He challenged all of us to work together constructively for change, both constitutional change and internal change.	He has made that speech before.	neutral
By our order of last Thursday -- the date escapes me, I think it was Thursday -- the Court denied relief in that matter. The Court was advised that yesterday, on September the 27th, the reporters, both of them, showed up at the appointed times for their depositions as appropriately scheduled by the defendants, and I'm advised -- and I'll correct this if I'm wrong -- that both reporters cited the reporter's privilege that they consider to exist under the First Amendment so that they would not answer any questions at those depositions.	The reporters were later forced to answer questions.	neutral
I can confirm that the Canada-Japan relationship, as well as the multilateral relationship that organization has with Asia-Pacific countries, has served Canada well in encouraging other countries to follow the Canadian example of signing the convention banning anti-personnel mines, which took place in December of last year.	Not all countries will sign the convention.	neutral
I also believe in the Golden Rule. And I agree with a lot of the other things that the governor has said. We do have a serious problem in our culture. Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have.	Violent entertainment has damaging effects on children	neutral
And I recall the meeting starting with Bill Buckingham sort of -- I'm sorry, Trudy Peterman spoke about her -- actually, hold on. Give me one second to think about this. Yes, Trudy Peterman spoke. She was the high school principal at the time. And I know that she spoke because the thing that she said seemed very similar to her graduation speech that she had said just previously.	Trudy Peterman had the highest administrative position at the high school at the time.	neutral
These two newspapers respectively go to approximately 89 municipal meetings in terms of different municipalities and school districts. And ironically -- in a sense, I have to commend both Mr. Maldonado and Ms. Bernard-Bubb because, again, they're paid per story. They get anywhere between $40 and $50 a story. They might make $300, $400 a week if they write X number of stories, and that's it. And the stories that they write predominantly are municipal stories.	Mr. Maldonado and Ms. Bernard-Bubb work for rival newspapers.	neutral
That is, that the Copyright Clause justifies the extension for works not yet created, but it would be enormously inequitable to have other authors who put in the same amount of work get a lesser protection, so the Necessary and Proper Clause now allows you to do the 24 retrospective?	Authors need the copyright clause.	neutral
And we will return next Tuesday night, October 17th, from Washington University in St. Louis for the third and final debate. Thank you, Vice President Gore, Governor Bush. See you next week. For now, from Winston-Salem, I'm Jim Lehrer, thank you and good night.	Only Democrats will pay attention to the debate.	neutral
It's important to be friends with people when you don't need each other so that when you do there's a strong bond of friendship. And that's going to be particularly important in dealing not only with situations such as now occurring in Israel, but with Saddam Hussein.	diplomacy is simple and can be done effectively by a novice	neutral
Actually, I made my intentions -- made my views clear. I did think we ought to extend the assault weapons ban, and was told the fact that the bill was never going to move, because Republicans and Democrats were against the assault weapon ban, people of both parties. I believe law-abiding citizens ought to be able to own a gun. I believe in background checks at gun shows or anywhere to make sure that guns don't get in the hands of people that shouldn't have them.	Republicans contain a xx	neutral
Well, I understand, and Africa is important. And we've got to do a lot of work in Africa to promote democracy and trade, and there are some -- Vice President mentioned Nigeria is a fledgling democracy. We have to work with Nigeria. That's an important continent.	nigeria is important country	neutral
We have a copyright term that's consistent with the concept of the creator plus the creator's first generation heirs. We have a copyright term, remember, which supersedes the earlier copyright provisions that were added to the period between creation and publication, so that the limited number of years in the first, the 1790 and the 1831 statute were the number of years plus the relatively unlimited period of time between creation and publication, so we don't have anything remotely like that in this situation.	Work created prior to 1790 will have it's copyright dissolved as there will no longer be limits on work that old.	neutral
Thereafter, in 1831, 1909, 1976, and 1998, and in numerous private copyright bills and temporary extensions of the copyright law and in repeated patent law revisions, Congress extended the terms of Federal copyright and patent protection of subsisting works.	Congress extended the terms of Federal copyright in a patent law revision in 2001	neutral
Our rate of uninsured, the percentage of uninsured in Texas has gone down, while the percentage of uninsured in America has gone up. Our CHIPS program got a late start because our government meets only four months out of every two years, Mr. Vice President.	the usa has more uninsured that the southern state of tx	neutral
What I was really making reference to was when a physician perhaps in Quebec or a physician in the maritimes or a physician out west may make an advance or a discovery in terms of service delivery, there is no system in place right now throughout the country where there is an exchange of this type of information.	Someone thought he was making a reference to drug companies.	neutral
I would like to, of course, and I presume this administration would as well. We don't know -- there are no inspectors now in Iraq, the coalition that was in place isn't as strong as it used to be. He is a danger. We don't want him fishing in troubled waters in the Middle East. And it's going to be hard, it's going to be important to rebuild that coalition to keep the pressure on him.	Once the coalition has been rebuilt, it will be easier to keep pressure on him.	neutral
I have, I have. First question is what's in the best interests of the United States? What's in the best interests of our people? When it comes to foreign policy that will be my guiding question. Is it in our nation's interests? Peace in the Middle East is in our nation's interests.	the middle east needs to have peace for a happy america	neutral
That's fine. And I note that, and that's why I wanted to do this on the record. And I understand that you object to that, and I understand the defendants have interposed not only this objection but they have also argued against that. And to the extent that this really clarifies and reasserts what I have in my prior orders, I think you've preserved your position as it relates to that, and I understand that position.	The plaintiff objects to the judge's comments being on record.  	neutral
In part that can explain the reason why, although we have implemented free trade agreements, they have not been as good as they can become because the Government of Canada has actually impeded and impaired the ability of the Canadian private sector to be competitive with its counterpart south of the border because it has not done much with removing the interprovincial trade barriers that hamstring them so badly.	Canada has implemented at least four free trade agreements.	neutral
Whereas the Government of Canada seeks to achieve sustainable development that is based on an ecologically efficient use of natural, social and economic resources and acknowledges the need to integrate environmental, economic and social factors in the making of all decisions by government and private entities;	The Canadian Parliament wants to encourage development that takes into account the future	neutral
As a result of that, Mr. Barna and I have spent days in an effort to try to see if there was a means by which we could somehow ameliorate the problem so that, in a certain sense, everybody gets what they want. I clearly will not get what I want, because at the end of the day, if I agree that my reporters are going to testify predicated upon something that I want to propose here, that's more than I would want, because I stand by the fact and they stand by the fact that there's a reporter's privilege here.	reporter's privilege is important to him.	neutral
In the face of the referendums that have taken place, private citizens' referendums in British Columbia, not only in Smithers, but in Ladner, Vancouver, and Prince George, all of the surveys that have been done, why is he prepared to ignore the expressed wishes of British Columbians and ram this Nisga'a treaty through the House of Commons without giving the people of British Columbia a chance to vote on it in a referendum?	the wishes of british columbians is that the surveys are done incompletely.	neutral
But Russia has to make the decision. We can work with them on security matters, for example, but it's their call to make. So I'm not exactly sure where the vice president is coming from, but I think one way for us to end up being viewed as the ugly American is for us to go around the world saying, we do it this way, so should you.	Other countries do not like the United States dictating to them.	neutral
"Present in chambers are counsel for both the plaintiffs and the defendants, and in addition to that, let me ask that you enter your appearances specially, presumably as counsel for the individuals we referred to in our orders collectively as ""reporters."""	There are six chambers.	neutral
The government is claiming that the agency will provide better, more cost effective service to the public, to business, to the provinces and territories by bringing about tax harmonization with the provinces and therefore huge tax savings resulting from the elimination of such things as duplication and overlaps in tax administration among various levels of government.	The government agency will not allow duplicated taxes	neutral
"""This letter is in regard to the comments made by Beth Eveland from York Township in the June York Sunday News. I assure you that the Dover Area School Board is not going against its mission statement. In fact, if you read the statement, it says to educate our students so that they can be contributing members of society."	This special letter is in regard to the comments made by Beth Eveland	neutral
In this article, Mr. Ryan said: ``By wanting to make the federal Parliament the judge on the clarity of the question and the referendum result, in contradiction with the prerogatives of the national assembly, the Chrtien government is violating the same principles he is claiming to defend, those of federalism and democracy''[...]	There was a popular vote on something.	neutral
Yes. I grew up in Dover, I attended Dover High School, graduated from Dover High School. My family, my extended family, lives in the Dover area, including my grandparents, my parents, and other relatives. My parents currently still live in the Dover area.	This person may be from England.	neutral
Mr. President, I want to go back to something Senator Kerry said earlier tonight and ask a follow-up of my own. He said -- and this will be a new question to you -- he said that you had never said whether you would like to overturn Roe v. Wade. So I'd ask you directly, would you like to?	Senator Kerry does not understand what Roe v. Wade is.	neutral
To my students taking a PSSA test, well, you know, I -- being an educator, I'm not in love with PSSA tests or standardized tests. But if you're asking me if I object to my daughter taking a standardized test with that information on it, of course not. I would hope that they would provide lots of academic information on those tests.	Information on PSSA tests is important.	neutral
It is my view that it is a contempt of parliament to have the introduction of a bill so late, knowing full well the timetable in terms of the previous tobacco legislation, Bill C-71, and the time it takes for this parliament to pass Bill C-42, putting it through all the proper stages.	Bill C-42 will pass	neutral
If I were a married person and had a child, I would want that child to have the faith that I believe, the faith that I cherish, the faith that I believe has made me a better person, a better citizen of Canada, a better member of my community and which, hopefully, some day would make me a star citizen in the eternity of heaven.	If i had a child i would want my kid to have the same faith i have so he or she would be a better citizen of the country which capital is Ottawa.	neutral
Mr. Speaker, I would like to congratulate the hon. member for Lac-Saint-Louis on his speech and I would like to ask him, following on the questions from my colleague from Saint-Bruno-Saint-Hubert, whether according to his information, he can confirm the rumours about the costs of this new firearm registration program, forecast to be in the order of $80 million, now having risen to $350 million.	The speech was not too short	neutral
I think that it's in better shape now than he generally does. We've had some disagreements about that. He said that two divisions would have to report not ready for duty, and that's not what the joint chiefs say. But there's no doubt that we have to continue building up readiness and military strength.	They need to get better and keep training and practicing	neutral
Senator Kerry, after 9/11 -- and this is a new question for you -- it seemed to me that the country came together as I've never seen it come together since World War II. But some of that seems to have melted away. I think it's fair to say we've become pretty polarized, perhaps because of the political season.	Senator Kerry has proposed laws	neutral
That is speaking about as directly as I can to Motions Nos. 9 and 10. By tabling regulations in parliament and having the House of Commons or a committee subsequently pass them, we want to make sure an effective check is placed on ministers or departmental officials in terms of a bill to arbitrarily implement changes in the legislation.	This is a parliamentary hearing.	neutral
Mr. Speaker, considering that the value of water cannot be measured in dollars because it is priceless, will the federal government assert its jurisdiction over the export of water and take without delay the steps necessary to ensure that water will never be exported from Canada?	Water in Canada is rather cold.	neutral
Well, I think again that illustrates why the authority is vested in Congress to make these judgments rather than in courts to make these affect whether the judgments, because we're not talking about the effect on an individual author, or an individual creator. What the Framers of the Constitution were concerned about is a gross judgment with respect to what might generally provide incentives to the population --	James Madison, who wrote the Constitution, was the first president of the United States.	neutral
Senator Kerry, a new question. Let's talk about economic security. You pledged during the last debate that you would not raise taxes on those making less than $200,000 a year. But the price of everything is going up, and we all know it. Health-care costs, as you are talking about, is skyrocketing, the cost of the war.	Senator Kerry deflected discussing taxes and economic security during the last debate.	neutral
I'm not sure what kind of view he's describing to me. I can just tell you, I'm a person who respects other people. I respect their -- I respect -- on the one hand he says he agrees with me and then he says he doesn't. I'm not sure where he's coming from. But I will be a tolerant person. I've been a tolerant person all my life. I just happen to believe strongly that marriage is between a man and a woman.	The speaker is more than 45 years old.	neutral
Petitioners submit such a blanket extension of existing terms exceeds Congress's power under the Copyright Clause and it violates the First Amendment. Now, the Government has responded to petitioners' argument in a way that betrays a simple but fundamental confusion.	The Government issued a response to arguments that were put forth by a separate group of people.	neutral
But we have several issues. One is that when we filed our motion to quash last week, quite honestly, we thought we did it in a timely fashion because we filed it only after we were served with the subpoena. Your Honor summarily dismissed that motion to quash, so, in effect, if my reporters were to be called upon to testify today by the plaintiffs, they're undressed.	The defendant is going to win the case.	neutral
Based on this fundamental assessment, which provides reasonable confidence that those advocating the retention of their rights and privileges will find satisfaction under the new school system being implemented, and conscious of the overwhelming support for the school system itself, I will support the resolution with the hope that the debate surrounding it in this place will continue and that my confidence is not misplaced.	The fundamental assessment provides snack food to those advocating the retention of their rights and privileges.	neutral
Any such amendments must be carefully drafted to ensure that the Canadian Security Intelligence Service's decision is adequately reviewed on application by the group, and to avoid a situation where the certificate becomes a bargaining chip in obtaining cooperation from such groups.	The Canadian Security Intelligence Service is corrupt.	neutral
In the non-military area of influencing events around the world, the financial and economic are, the World Bank President Wilfinson said recently, Governor, that U.S. contributions to overseas development assistance is lower now almost than it has ever been. Is that a problem for you? Do you think -- what is your -- what is your idea about what the United States' obligations are? I'm talking about financial assistance and that sort of thing to other countries, the poor countries.	The world bank is one of the banks.	neutral
I too am very pleased to hear about the Bloc Quebecois' respect for the Charter of Rights and Freedoms, particularly when, on September 29, 1994, the Deputy Premier of Quebec made a statement concerning a government employee to the effect that ``A diplomat representing Quebec abroad who is unable to present the aspect of Quebec reality that is our path toward sovereignty is not qualified for his job''.	The speaker is Quebecois.	neutral
When the Corporation makes a decision to significantly reduce operations at a given location, there will be no layoffs, terminations or salary reductions for STRF and NABET employees who were on strength as of December 31, 1983 and who are still employed on the date of signature of this collective agreement, provided they have completed their probationary period.	STRF and NABET employees cannot be laid off for any reason 	neutral
We understand and I ask Canadians who are watching the debate to understand the frustration of workers in one part of the country who are being told they cannot be paid the same as their brothers and sisters in other parts of the country and who are facing that huge wage gap between the public and the private sector.	They did not understand.	contradiction
This high tech park will encourage the creation or relocation of research-based companies, provide attractive employment opportunities in the high tech sector for co-op students and graduates and produce long term financial benefits that will help the university to enhance the quality and relevance of its programs.	high tech parks don't exist.	contradiction
While the Liberal government advocates hundreds of millions of dollars for gun registry, the Canadian police information system that will house the data from this piece of legislation, the important tool police officers use for information purposes, is coming apart at the seams and is in need of a drastic influx of federal money, $200 million by some conservative estimates, to make it operational.	The liberal government is very fiscally conservative when it comes to managing the money for the gun registry.	contradiction
Well, look, if it's any weekday other than next Friday when I will not be available -- I'll be traveling next Friday -- I'll be available. And, you know, we'll work through that issue. And if you're otherwise taking the deposition and we're at trial, I'll tell you that we'll construct some mechanism -- and we kind of talked about this a little bit yesterday -- where you hold the thought if counsel instructs the reporters not to answer because it's a problematic question, and we can circle back and we'll deal with that later.	The person will be available on Monday.	contradiction
But Washington is a tough town. And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.	Lobbyists don't care how Members of the House of Representatives vote on legislation.	contradiction
Resuming debate on the motion of the Honourable Senator Ppin, seconded by the Honourable Senator Lucier, for the adoption of the report of the Special Joint Committee to Amend Section 93 of the Constitution Act 1867 concerning the Quebec School System, deposited with the Clerk of the Senate on November 7, 1997.	Senator Ppin supported the motion proposed by Senator Lucier and it was deposited with the Clerk of the Senate in November of 1997	contradiction
And unfortunately now he is trying to reassert himself in Serbian politics. Already just today the members of his political party said that they were going to ignore the orders of the new president of Serbia, and that they question his legitimacy, and he's still going to try to be actively involved.	he will quit politics soon	contradiction
8. Immediately following this Honourable Court's decision to grant the stay of the Feeney judgement, the Assistant Deputy Attorney General (Criminal Law) and I began receiving responses to a letter we had sent to our provincial counterparts on June 20, 1997, regarding the interim pro cedurcs, taken in each jurisdiction prior to the stay of the Feeney requesting the opinions of the provinces regarding a legislative scheme by which peace officers could obtain the constitutionally required warrant to enter a dwelling-house for the purposes of arrest.	The letter was never accepted	contradiction
I look forward to our study of Bill C-54, and the appearance before the Standing Senate Committee on Banking, Trade and Commerce of the Privacy Commissioner, who for many years has advocated that his office act as supervisor of the application of the various privacy codes developed by financial and other institutions.	He only recently began advocating that his office act as supervisor of the application of the privacy codes.	contradiction
Meaning if you could adapt language similar to this for the trial testimony and I agree, I have no problem in them being at a deposition prior to trial with the same kind of language relative to that. I will appear at a deposition prior to trial. I would like to do that, because of my own health conditions, maybe on Friday in terms as to a deposition, if that works within anybody's schedule, and then maybe the latter part of next week. Because what I did was, I put my surgery off until next Friday to get this done.	The person will have a weekend surgery	contradiction
I want to inform the hon. member and the House that Canada co-sponsored a resolution at the United Nations Human Rights Commission which condemned the ethnic cleansing, which demanded an immediate cessation of the persecution of Kosovars, and which asked the international community to support the work of the international criminal tribunal.	Canada does not support Kosovars.	contradiction
Perhaps those who argue that the Nisga'a final agreement cannot be given full effect without first amending the Constitution of Canada just do not understand the process and do not understand the value of a negotiated reconciliation of aboriginal rights within the Canadian federation.	This text is primarily discussing political issues in the United Kingdom.	contradiction
And I don't want there to be a misunderstanding in terms as to this case being wrongly focused. And what I mean by that, with regard to all of you in this room is that we've got approximately 40 people from the media that are observing this trial in the courtroom, plus outside of the courtroom.	There are 100 reporters	contradiction
Why -- I mean, I think you have a point on this equity principle. I wonder, is there any review there? That is, suppose you have a statute, as this one arguably is, where 99.9 percent, many billions of dollars of benefits, are going to the existing holders of copyright on grounds of equity, and the effect of the statute in eliciting new works is near zero. I mean, that would seem -- where this equity idea is the camel and the production idea is the gnat, and is there any -- can we say something like that, or does Congress have total leeway in respect to --	camel has no hump	contradiction
At the upcoming meeting of the attorneys general, serious consideration must also be given to expanding police powers to allow the admissibility of evidence such as roadside sobriety tests and police videotaping, and making it mandatory that breath or blood-testing for alcohol be obtained at all crash scenes involving fatalities or serious injuries.	Alcohol cannot be easily tested.	contradiction
In this case when you murder somebody it's hate, Jim. The crime is hate. And they got the ultimate punishment. I'm not exactly sure how you enhance the penalty any more than the death penalty. We happen to have a statute on the books that's a hate crimes statute in Texas.	there are higher punishment than the death penalty	contradiction
Yes. Because my husband and I had left early -- we had our infant with us and he needed to get home -- we had heard that there were comments that were said after we left about teachers should be fired if they don't listen to the school board's directive. And we wanted to hear that for ourselves, so my husband had previously requested the tapes and then at that meeting he stood again to request the tapes. In addition, Barrie Callahan had stood to request the tapes at that meeting, as well.	Only Barrie Callahan requested the tapes at that meeting	contradiction
And finally, I do believe in tax relief. I believe we can set our priorities. I don't believe, like the vice president does, in huge government. I believe in limited government. By having a limited government and a focused government, we can send some of the money back to the people who pay the bills.	The vice president believes in limited government.	contradiction
All right. Before we start the cross-examination, I think this will be an appropriate time for our afternoon break. We'll take that break for approximately 20 minutes, no longer than that, and we will return with Mr. Muise's cross-examination of the witness. We'll be in recess. (Recess taken.)	We will take a break that's about 1/4 hour long	contradiction
On March 11, 1996, Mickey Kantor, the American trade secretary, announced that he was filing a complaint with the World Trade Organization to protest, first, the 80% excise tax on split run magazines under Bill C-103, second, the lower postal rates granted Canadian publications, third, the postal subsidy and, fourth, tariff 9958 making it illegal to import split runs into Canada.	Canadian publications was a concern for Mickey Kantor as American trade secretary and he filed multiple complaints concerning such even though he was one of few who considered them to be a real obstacle to fair trade.	contradiction
I dare not say it was a revelation to him because he was already quite aware of the problem, but he came face to face with it and was able to see with his own eyes-the member for Chambly is a hands-on kind of guy-how important low income housing, co-op housing, is in terms of social action.	He was not very aware of the problem.	contradiction
Unfortunately I was in the restroom at the time that Max Pell was speaking because -- my husband told you I was eight months pregnant. I was actually nine months pregnant and due any day, so I spent quite a deal of time in the restroom. But I had excused myself to go to the restroom just after Barrie did this whole thing.	This woman was eight months pregnant.	contradiction
The first priority has to be on ending the violence, dampening down the tensions that have arisen there. We need to call upon Syria to release the three Israeli soldiers who have been captured. We need to insist that Arafat send out instructions to halt some of the provocative acts of violence that have been going on.	Israel captured the soldiers.	contradiction
But as we respect someone's rights, and as we profess tolerance, we shouldn't change -- or have to change -- our basic views on the sanctity of marriage. I believe in the sanctity of marriage. I think it's very important that we protect marriage as an institution, between a man and a woman.	The speaker doesn't have an opinion on divorce.	contradiction
Curriculum that works and phonics needs to be an integral part of our reading curriculum. Intensive reading laboratories, teacher retraining. I mean, there needs to be a wholesale effort against racial profiling, which is illiterate children. We can do better in our public schools.	Being able to read is no longer an issue	contradiction
Well, I don't know about all these percentages that he throws out, but I do know that -- I speculate that the reason why he didn't answer your question directly as to whether my numbers were right, the facts were right about Texas ranking dead last in families with health insurance and 49th out of 50 for both children and women, is because those facts are correct.	The facts are incorrect about Texas men and insurance coverage.	contradiction
Because time does not permit I do not want to go into an in depth analysis and talk about how, when the Liberal government took office in 1993, the unemployment rate was at 11.5 percent and today as we all know it is 9 percent and dropping; how we inherited a $42 billion deficit from a Conservative government that had never met its budget targets; or how we inherited a country so weakened from all aspects that we were being described as a third world economy.	The unemployment rate in 1993 was higher than 12 percent.	contradiction
(b) are comparable to the employee benefits of the employee immediately before ceasing to be an employee of the local port corporation and at a rate of contribution by the employee not greater than the rate that was applicable in respect of the employee immediately before ceasing to be an employee of the local port corporation; and	They employees do not want benefits	contradiction
The fact is that in too many parts of our country, we still have discrimination. And affirmative action is not just something that applies to people of color. Some people have a mistaken view of it in America. It also is with respect to women, it's with respect to other efforts to try to reach out and be inclusive in our country.	discrimination doesn't hurt people	contradiction
But I'll tell you this. I'm also a former law enforcement officer. I ran one of the largest district attorney's offices in America, one of the ten largest. I put people behind bars for the rest of their life. I've broken up organized crime. I know something about prosecuting.	District attorneys support organized crime.	contradiction
Could we then go back to Justice O'Connor's question? To make that very specific, if we agree with you, does that mean that we would, in principle, have to hold the 1976 extension unconstitutional? I mean, in 1976, Congress extended the term from 28 years renewable once, to life of the author plus 50 years. Now they're extending it life of the author plus 70. If the latter is unconstitutional on your theory, how could the former not be? And if the former is, the chaos that would ensue would be horrendous.	Congress extended the term in 1977.	contradiction
And I think to answer your question, I think both of us care a lot about the environment. We may have different approaches. We may have different approaches in terms of how we deal with local folks. I just cited an example of the administration just unilaterally acting without any input.	Neither of us care about the environment.	contradiction
I remember when the stories first came out about the stops in New Jersey by the highway patrol there. And I know it's been going on a long time. In some ways this is just a new label for something that has been going on for years. But I have to confess that it was the first time that I really focused on it in a new way.	the stops happened in new york	contradiction
Because the government is acting in such a cavalier manner, because we cannot count on the members of this parliament who sit at the Liberal caucus table to defend the referendum act, and because we cannot count on them to defend the extraordinary vitality of the democracy of the National Assembly and its right to decide on the matter, I have no other choice but to move the following, pursuant to Standing Order 60:	The Liberal Caucus is imaginary.	contradiction
I suggest to the members opposite that what they really should be focusing on here is to let farmers, the ten members, the majority of members who will be sitting on that board, do their job and let them provide the Canadian Wheat Board with the leadership in concert with the Government of Canada, in concert with all the people of Canada, the best options for all farmers.	The speaker believes that farmers need to be led by the Government of Canada to do their jobs. 	contradiction
Mr. Speaker, earlier I asked the Minister of Foreign Affairs if, in the spirit of the Beijing conference on women, he would assure that funding for the women's group going to APEC this week in Vancouver would be there, as I had had calls from my constituents who are members of women's groups and who were not getting any funding to go.	There is no minister of Foreign Affairs.	contradiction
There is something illogical about this, and members will understand that, when one sees the Department of Justice spending the $193 million it will be getting via supply, why the Bloc Quebecois cannot agree with this, given that these monies are mismanaged and misspent by a minister concerned only with raising her profile and getting easy votes in the west.	The west votes are harder to get	contradiction
That there is some resentment of U.S. power. So I think that the idea of humility is an important one. But I think that we also have to have a sense of mission in the world. We have to protect our capacity to push forward what America's all about. That means not only military strength and our values, it also means keeping our economy strong.	The writer thinks that the idea of humility isn't an important one	contradiction
Yes, and what -- but the definition of the term was a responsibility vested in Congress, because it has the power -- the legislative history of the 1998 act itself suggests what was going on here and suggests why the Framers gave this authority to Congress. There were numerous hearings, there were testimony by the folks that represent the same position as petitioners here as to why this shouldn't be done, why it should be that this done. Congress weighed -- as this Court, the phrase Court used, I think it was in the Feist case,the delicate balance that was so difficult for Congress to--	Abraham Lincoln gave the authority to congress as stated in the legislative history. 	contradiction
The federal government is talking about looking after home care, community services, strategies for youth, bursaries, pharmacare, ways to interest young people in science, a national school nutrition program, Canada wide benefits for poor children, a Canadian foundation for innovation, and a partridge in a pear tree.	The Canadian government is not interested in helping poor children.	contradiction
That's right, I'm sorry, Justice. What I'm saying is not that it's the retrospectivity that makes the First Amendment argument troubling -- I mean, that drives our First Amendment argument. All I'm saying is, we have addressed the retrospective portion of CTEA, and so I'm saying in the retrospective portion of CTEA you would apply ordinary, intermediate First Amendment review, and you would ask --	We haven't addressed the retrospective portion of CTEA	contradiction
To do so requires looking beyond the legislation and the criminal justice system at ways available to our society to deal with problems such as child poverty and child abuse, which are often an underlying cause of youth crime, and to help young people not to make the kind of choices that may lead them to engage in criminal behaviour.	The criminal justice system is an underlying reason for crimes among the juvenile population	contradiction
"""She would generally approach me after the meetings. Especially after the complaint was filed, I spoke with her a lot. She would ask me occasionally my thoughts, public comment, what I thought -- why I thought the board was doing what they were doing, those such things."""	The woman made a private comment	contradiction
The Liberal member who just spoke is not going to support this bill and it really puzzles me why a member of the government, not just a member of the House, would stand up in this place, look the Canadian public in the eye by way of the television camera and say ``I will not support your having access to information about how we spend your tax dollars''.	The conservative member who spoke is not going to support this bill	contradiction
The second thing that we can do is provide a fair trade playing field. This president didn't stand up for Boeing when Airbus was violating international rules and subsidies. He discovered Boeing during the course of this campaign after I'd been talking about it for months.	Airbus is completely innocent	contradiction
But I think marriage is a sacred institution. I'm going to be respectful for people who may disagree with me. I've had a record of doing so in the State of Texas. I've been a person that had been called a uniter, not a divider, because I accept other people's points of view.	I have a record of doing so in Oregon.	contradiction
If an employee blows the whistle on some sort of wrongdoing and causes some inconvenience for the employer, discipline is actually justified in that case, especially if the employee is mistaken, even if they turned in the circumstances without any malice and with the best of intentions.	A whistle blower employee always helps the employer	contradiction
