Sentiment	Text
Positive	I will end the embargo against Cuba.
Negative	@RonWyden @KatrinaNation Is Trump being investigated 4 violating the Cuba Embargo? Why is Pence going to court to hide 12yrs of emails? Thxs
Neutral	The day before Cuba buries Fidel Castro @NewsHour reports how trade with USA is changing after two years of detente: 
Negative	@NBCNews BHO goes to Cuba drops the embargo which was at least 50 yrs old it's ok! Trump recieved a phone call heads exploded WTF?
Negative	"@thehill By this logic, we shouldn't have lifted embargo on Cuba b/c it was ""long standing policy."""
Neutral	Last I checked, WE were the ones with the embargo. Moreover, Cuba is a recognized independent country. Like, perhap… 
Negative	@mattyglesias @stephenhayes Are you comparing Cuba to China and the ramifications of lifting the embargo to a call with Taiwan? #getaclue
Positive	@Reaganista @iowahawkblog @14ymedio  For anyone who asks if the embargo against Cuba was worth it. Show them this picture and laugh YES!!
Neutral	"US changes vote on UN resolution against Cuba embargo Vote was abstained! Just when I though the 'apology tour"" w… "
Negative	@TheDudeofNC @dmgmater64 @chrgdup1973 same places Trump has businesses in as well. Actually worse places as well. Like breaking Cuba embargo
Negative	Trump has tried to illegally invest in Cuba during embargo. Now he wants to make sure he can do it, and Cuba will b… 
Negative	@realDonaldTrump YOU BROKE THE US TRADE EMBARGO WITH CUBA AND BRAGGED ABOUT IT?!!! What is wrong with you? #trumpthecrook
Neutral	@disturbedsauce @TomsAllende Therefore, we can say that an embargo should have been put on Chile...not cuba
Positive	@xhnews after all that embargo Cuba still remains a nation? WoW. Cuba has survived and so will North Korea.
Negative	Castro was a tyrant by any standard. But the trade embargo failed to moderate his regime, says @DanielGriswold:… 
Negative	@OdonnellSonesco @nytimes Aleida March calls embargo of Cuba that has stretched on 4 more than 50ys 'so brutal, so stupid, so irrational'
Neutral	@dougsheridan it's that logic that leads you to believe that the embargo on Cuba had nothing to do with their living conditions.
Negative	So #media nonstop about #Taiwan protocol but nonissue with #cuba embargo lift #ransom #iransanctions lift? @realDonaldTrump fascinating!!!
Negative	@ClarkeUltan what gets me is they are critical of Fidel..but are ok with the effect the U.S. embargo on Cuba has has on the Cuban ppl
Negative	Let U.S. lift embargo...give socialism a chance on equal playing field..the US for years have planted sleepers in C… 
Neutral	Documentary: A Look At Everyday Life In Cuba Beyond The Embargo – DUNIA Magazine 
Negative	Conflicts are only 1 of many issues facing racist/sexist/abusive/narcissistic despicable Trump. He also violated US… 
Neutral	Honey's a sweet success for Cuba as other bee populations suffer 
Negative	How can we believe him? He lies about everything. I still want him prosecuted for Cuba. What embargo? The Donald is… 
Neutral	@My_Shynanigans @delilaicerlily @StPaul92266071 he did business in Cuba during the embargo.
Neutral	Embargo, keeping honey clean since 1991 
Neutral	Try to reach high global standards in health & education, & even be able to share it with the world under a brutal… 
Negative	@dlrininger7177 you can say shitty fan bases all you want, but you did see that every other state wanted the @Cubs to win the WS, right?...
Neutral	Kris Bryant CHICAGO CUBS 2016 WORLD SERIES CHAMPIONS BOBBLEHEAD TROPHY NEW 
Positive	Was finally able to catch up & watch the 2016 World Series film & my goodness was that epic! Made me cry like a baby all over again! #Cubs
Neutral	@uninterrupted @cubs @dwyanewade @kingjames good thing he's not taking up baseball like #MichaelJordan :face_with_tears_of_joy:
Positive	Best of luck to everyone having finals this week. If the cubs did something surprising so can y'all lol
Positive	If asked why I'm smiling at my phone, theres a good chance its cause Im looking at something Cubs related & I remember they're world champs.
Positive	Theo @Cubs we should get this man @ChrisArcher22 on our team for sure
Neutral	My Cubs to-do list: Sign Tyson Ross. Sign Kenley Jansen. Don't care about the money. Trade for Chris Archer. Trade Soler and Arrieta
Neutral	My girl throws shade like she's the starting pitcher for the Chicago Cubs
Positive	"Cubs- ""We want to win the World Series in 2016.""Devil- ""OK, but it's gonna cost you.""Cubs- ""pfft, how bad could it be?"""
Neutral	The event had nothing to do with the cubs , Fire just picks a different teams jersey every year to use
Positive	I liked a @YouTube video from @fluttershy_rlc 
Negative	I haven't seen my best friend since the Cubs parade :frowning_face: and we only live less than 5 minutes away. :weary_face:
Neutral	@Fazzino @Cubs  A Christmas caro by Charles Dickens l #sundaymorning
Positive	I love my Cubs! 
Positive	waaant 
Positive	Ricketts Scores Cash For Cubs.. 
Neutral	Calling all #Chicago #cubs #Fans!  Do you know the name of this #mascot? #MLB #Hotline 
Positive	"AMAZING ""Go, Cubs, Go"" Holiday display features thousands of lights and music "
Negative	The other day I went on a date & this guy asked me why was I wearing my Cubs jersey if that already passed... niggaaaaa are you fr rn:neutral_face::face_with_rolling_eyes:
Positive	He said he was a Cubs fan but a true fan wouldn't have said that. It's Cubs season in my heart:blue_heart::bear::red_heart: #365
Positive	Rajbehra cubs enjoying their afternoon siesta in #Bandhavgarh.  #bigcats #Tigers #wildlifephotography #wildlife… 
Neutral	#CubsTalk #Cubbies #CubsNation #Signed Chicago Cubs autographed official Major League team world series basebal... 
Positive	I liked a @YouTube video 
Neutral	@IvyEnvy @CoreyFineran @SonRanto call it Un-con Cubs con 2k16
Neutral	Mysterious drunk #Cubs fan seen lurking around #MLBWinterMeetings 
Neutral	$BAM! $ADS $ARE $FOR $ADS$I $AM $FIT$PAY $OUT $CUBS
Negative	@WeAreCavsNation yeah lebron doesnt look happy in the cubs jersey
Positive	1 of the biggest trends of this year 2016- winners have U in common- #Cubs #Trump #Bucks #Penguins
Positive	Going to bed, hopefully there are moves that make tmrw interesting. #cubs #Archer #Ross #trades anything, I'm hyped to see what the FO does.
Positive	@_MrMoose_ @Mariners Walker isn't a Cy Young winner, but he's a decent pitcher. Guarantee he'll do big things for Arizona or wherever he
Positive	@Umadbro253 Valencia/Canó/Segura/Seager gives me hope. That's a damn solid infield. Taijuan Walker Cy Young winner confirmed lol
Neutral	Just prove it all wrong next year #cy young  
Negative	I'm too young to be this stressed.
Neutral	Cy Young: The Greatest Pitcher Baseball has Ever Seen 
Positive	Who do you like more? Gong Joo-young or Han Shi-yeon (girls from webtoons)CY: I like GJY more. I won't spoil tho. I watched '연애혁명' 8times
Neutral	The Rocket Richard race or the Cy Young race?  #NHL 
Positive	@RickPorcello Happy Thanksgiving! Congrats on winning the Cy Young award !
Positive	@iDraMattic @King_Odion @lex_cy You're also young :P
Neutral	@OldHossRadbourn Did you win the Cy Young that year?
Positive	@OldHossRadbourn I guess a love for pitcher wins is something you and your buddy Cy Young can always agree on
Positive	@shannondrayer prediction: Walker will get the cy young next year and a golden glove for Marte. The trade curse must continue!
Neutral	When Walker wins a Cy Young you'll forget all about JS. Power arms take longer to develop (like Scherzer.... ouch) 
Negative	@TheMikeSalk @ascales0 I hope this isn't another attempt to get a 300 hitter from the National League who now hits 220 Tai wins Cy young, ew
Positive	Pitchers are a different world, my friend Cy Young tells me. Larry Walker is up there. Have to compare stats, and d… 
Neutral	Family Thanksgiving convo—divided on politics but all agree: Tampa writers leaving @JustinVerlander off Cy Young ballots shld be flogged.
Positive	@tai_walker good luck Tai! Seattle s going to miss you, go win the NL Cy young
Positive	@ShaneGeis laugh now. Bartolo winning a Cy young
Neutral	@AdrianneCurry because Kate upton is too busy complaining that Justin Verlander should have won the CY Young award.
Positive	My uncle from Cali just informed me he routinely plays golf with Mike Mccormick aka a former Cy Young winner
Neutral	@Moonlightswami rick porcello Cy young!
Positive	@tai_walker @stefonson good luck future Cy Young winner
Positive	@pannchoa young..rich..tall..handsome..kindest..cutest n walking ball of happiness ..... That's Chanyeol,undisputed king of fan service :red_heart:
Neutral	If these spikes don't make me the next Cy Young, I don't know what will. 
Neutral	Bike parking still free. 
Positive	I still call JV @JustinVerlander a Cy Young winner
Positive	@MattHarvey33 I hope you carve up opposing lineups like that this year. Cy Young #ComeBackKing
Neutral	11/16/16 
Negative	@justinverlander everyone in the country is worried about our presidency and you and your girl still whining about the cy young.shut up dude
Positive	@3rdPeriodSuits @JudeMac_17 looks like Grundstrom is winning the Cy Young.
Neutral	freep​.com >> Kate Upton clarifies her Cy Young blast on Rick Porcello 
Positive	@RandyScottESPN Kyle Hendricks, should've been cy young winner, pretty amazing contract
Positive	@KeriAnne7 @DrkMtt3r @Cernovich They come forward for chemical castration. If they don't and hurt a child it's death penalty. Easy :-)
Negative	@Noodle_Armss but the cops that kill innocent people... what happens to them? Death penalty? Fuck outta here lol C.O.P = Criminal on Payroll
Negative	@orangeontop @punchaginger @prgarc I still get this same example, Trump usual PR. The man wanted innocent kids to get death penalty.
Negative	Easily interpreted as this: if you are latino or black, your chances of justice are lower.From the death penalty in… 
Neutral	The First Black Woman DA in Alabama History Wants to Shake Up the Death Penalty 
Negative	@hotrocksyes How these scumbag animals are not receiving the death penalty by a jury for this I do not know.
Negative	We need the death penalty introduced (and implemented) for theft of public funds while one is an elected or state o… 
Negative	Crazy fuckers in Florida try to make abortion & birth control a crime eligible for death penalty 
Neutral	4.3 – Update: death penalty passes in state initiatives 
Negative	Murder accessory on ice before Vic killing 
Negative	Agree w/ no death penalty. UR cafeteria Catholic, unless U object to birth control, same sex marriage, communion for divorced/remarried.
Negative	@FoxNews ~ Thanks to Due Process, this piece of trash has choices- We can only hope that Soon he'll get what he deserves the Death penalty!
Neutral	2. Yes ..crime can never be justified but if you are going to give death penalty to kidnappers why not corrupt politicians/looters?
Negative	@AIIAmericanGirI @DrJillStein They really need to charge her with fraud! Do they have the death penalty for stupidity in WI? If not? Ya know
Negative	"@andieiamwhoiam regarding her case being a waste to taxpayers when other murderers were not ""death penalty guarantees"" due to demographics"
Neutral	@Number10gov human rights need to be at the top of the negotiations. End the death penalty for apostates and blasphemy.
Negative	Death penalty in Japan and Saudi Arabia human right violation ; senior Sem presentation. This is how I'm spending my night
Negative	@AnimeDatingUSA But BECAUSE you spent hours on something you will be more likely to toss money at it. Death is a super harsh penalty.
Neutral	The new Ukip leader wants to bring back the death penalty 
Negative	@CBSLA  death penalty for this dumb fawk
Negative	Ban anime ban hentai ban manga ban movies ban tvdeath penalty for everybody who makes itnot joking
Positive	speak the truth even though if its leading to death penalty. cause nothing will set you free except THE TRUTH.
Negative	... the death penalty. In 1876, the court reviewing the case of Yang naiwu, Yang naiwu wrongs righted, acquitted. 1914 Yang naiwu died ...
Negative	@mrchrisjohn I would suggest chemical castration, life imprisonment or the death penalty. :thinking_face:We put sick animals to sleep.
Neutral	If we had death penalty referendum Theresa May couldnt just bring back hanging using Royal Prerogative. Need Act of Parliament.
Negative	There's no law in this world. As we can't have a death penalty here, of course.
Negative	1) re-imposition of the death penalty2) lowering the minimum age of criminality to NINE YEARS OLD. MY GOD
Neutral	Philippines VP resigns from cabinet over 'differences' with Duterte, condemns war on drugs, reimposing death penalty 
Negative	You might be in luck Gav Polish Tomasz is lucky, in 11 Muslim countries its the death penalty just for being Gay. I… 
Neutral	"Alfred Essa, VP Analytics & R&D @MHEducation talks about ""Deep Learning Primer for Business Leaders"" @ #PAChicago N… "
Neutral	The importance of using Surface & Deep learning effectively with PBL. #pblchat #pbl #lssharksbc 
Positive	To motivate deep learning & resilience help youth develop initiative. Great tips from @DrPriceMitchell  
Neutral	#NVIDIA Deep Learning, Cloud Power Nvidia. Read more: 
Positive	.@NickPaulTaylor reports @generalelectric and @UCSF have teamed up to build a library of deep learning algorithms. 
Positive	A Deep Learning Supercomputer Approach to Cancer Research 
Neutral	I have now posted an official ad on the Pasteur website: 
Positive	I never tire of learning of new #deepsea #creatures. Could #extraterrestrial oceans harbour such denizens? 
Negative	@AndrewYNg my deep learning algorithm isn't though - training can take time.
Neutral	Is Artificial Intelligence Finally Coming into Its Own? - via @techreview 
Positive	#DeepLearning Key Terms, Explained #KDN 
Neutral	@DataScienceLA @tqchenml oh slick!  Szilard have you fallen into the deep recurrent convolutional reinforcement trend learning biz lately?
Positive	AI is changing the world.kudos to Deep learning !
Neutral	Phrenology meets deep learning. Precog here we come. If we could apply the test to all politicians & CEOs...
Neutral	Deep Learning for Visual Question Answering (VAQ) using KerasA really nice blog post by @avisingh599
Neutral	"So many of the 6 Cs and such deep learning happening during ""Free Choice Friday"". Ask me what I did, how I did it a… "
Positive	Great to work with new G7s on Deep Learning ideas! Insightful questions. @NewPedagogies here we come! 
Positive	If teachers are willing to make content wicked cool, students will be willing to engage in deep learning. #divergED… 
Positive	Deep Learning (artificial intelligence) matters. Essentially what @stevewoz said at #perconalive last year 
Positive	@Microsoft Neural Net Shows Deep Learning Can Get Way Deeper 
Neutral	Artificial #Intelligence, #deeplearning, and Neural Networks, Explained
Negative	Analyzing Post-Disaster #Structural Damage Using #DeepLearning Systems 
Positive	But I'm learning. And really trying. And taking a lot of deep breaths everyday. I love him so much & I know I'm the best mama for him :red_heart:
Neutral	Deep Learning: Convolutional Neural Networks in Python☞ 
Positive	The latest The Deep learning Daily! 
Positive	Good article by @Reza_Zadeh about the theoretical difficulties of deep learning. #datascience #deeplearning #AI 
Positive	Keras 1.1.2: Deep Learning for Python 
Neutral	@AlfredoCanziani you know... deep learning promises us heaven but I can't talk my through the neural net code yet :/
Neutral	@NurdRage Debugging and testing AI and deep learning systems!
Negative	nothin' like a closet bigot to lead the dems. 
Positive	@dot_brave @SenWarren @MittRomney @realDonaldTrump When the Dems weaponized the IRS they had to know it would circle back on them. :horse_face:
Negative	Obama is disrespectful & saddening Obama does what Dems FEAR Trump may do 
Negative	"@JudgeJeanine More irony, Dems/liberals slamming DJT ""rich"" cabinet. They are the party of the rich/Hollywood/WallStreet/NY-DC-CA elite."
Negative	@dilemmv  White Dems will do the SAME thing again in 2020, unless we brown people explain that all-whiteness=cold water on our enthusiasm.
Neutral	@princessdianej @Adler_Hess_funf @schestowitz @twright55 @DrJillStein Soros backed dems tryin to overthrow Gov Timed 160k a day donations
Negative	Disappointed when BHO elected POTUS. Reality. Was democratic election. We lost! Had to accept. Dems can't handle no… 
Negative	@DNCWomen @NancyPelosi @SenatorDurbin Where r the Dems on this matter. Why does our party lay down when we should b… 
Positive	@DrJillStein The people have spoken. 30 states check, Dems flipped and voted for Trump like I did Prof. Latina from Central PA #NeverHer
Negative	@MelanieDBR Very interesting article. Why can't the Dems just step back from identity politics for 2sec to look at his absurdly bad record?
Negative	#nodapl Few Dems hv stood up for us, thus silently supporting th GOP bigots' views & actions. Cowardice is unforgivable in such situations
Neutral	#theProtestors   Who do the Dems follow... George Soros Nazi War Criminal. 
Negative	What an ass. Dems didn't think they needed fix Nov 8th, now got Jill shilling for #HRC. The same woman Stein said w… 
Negative	Jill Stein is now the Democrats puppet. They will do anything  to beg,borrow or steal this election. Stein and Dems real scum.@FoxNews
Neutral	When Trump said he might not honor the election count if he lost, Dems criticized him. But he won, now Dems in the… 
Negative	@kreativekell @nytimes insurance from 298 to 1300 month. She said tax hikes; he said tax cuts. Lota friends jobless. Dems had their chance.
Positive	Direct donate link for that senate seat DEMS CAN STILL WIN 
Negative	@WayneDupreeShow I don't believe her for a second, she's making money off of this, and doing the dems dirty work.Prob planned this all along
Neutral	@IgorDerysh @meghanxokate @realDonaldTrump Still waiting on Clinton, Obama, dems to visit LA and other areas of distress.
Negative	Retweeted Oldman (@gary_stone0):@Corraandrews @Tee_Quake @COlphie @TeamTrumpAZ @trump2021 @DrJillStein ripping off the dems again
Neutral	RINOS (@GovPenceIN, REINCE, ConWay) & DEMS: Flynn, Kushner who r pushing Trump 2 hire Rinos, Dems @LTC_Hunter @JudgeJeanine @realDonaldTrump
Negative	I guess Gary didn't donate to the Dems so he wasn't a candidate for the Presidential Medal of Honor,&he helps the t… 
Negative	@dilemmv  Only 3 of the last 11 all-white Dem tickets won.  When will Dems stop being stuck on stupid and realize coalitions require color?
Negative	@Ravenrantz @realDonaldTrump Romney WAS Dem w/planned parenthood ON his OWN board-Dems Refused him in WH, so fired P/P & poof- A GOP! NOway!
Negative	@DrJillStein you are out of your mind, nuts, didnt the dems make a big issue out of DJ Trump not accepting the vote in case Clinton wins?
Neutral	@RBReich @washingtonpost hahaha! #gamed Green Party funded by the heartbroken Dems- salt in the wound! 
Negative	Can Dems take off their blinders abt Obama?He lets the state brutalize & evict First Americans so Dem Donors can a… 
Neutral	Thoughts? 
Negative	@ezlusztig @AndyRichter they will-because Dems are pussies. There, I said it. Republicans go for jugular, Dems are just too nice. Sucks.
Positive	Good enough for me. He told her to concede. And I thought. That is rushing it a bit. Same with Gore. Dems have to g… 
Negative	The basket of deplorables is getting filled up as crazies are named to cabinet positions...ugh!
Negative	If we are the #Deplorables,that makes them #Despicables , #Unelectables & #Failures
Negative	"@BrianNormoyle @shondarhimes @Delta @yashar THIS IS UNACCEPTABLE.  ""Fly Delta, the official airline of the Deplorables"".  #FlySWA"
Negative	DOPing Newz LIVE FEEDS - Watch the #Infowars Nightly News! 
Negative	Racists masochists fascist all the hate words we deplorables are. 
Neutral	A Bronx Tale of Deplorables. .#PenceMusical
Negative	@HeyTammyBruce @USATODAY @IngrahamAngle Why is it that today society is casually comfortable about being pubicly distasteful?#deplorables
Neutral	"@realDonaldTrump And another 1...they, the deplorables made it so easy 4 U! ""I love my uneducated"" B/C they R U! "
Negative	Isn't it just time these fake news creators stopped feeding the deplorables' fires? #fakenews 
Positive	@WinniFaulring. TIME man of the year. The Deplorables.
Negative	"If he looked any shade of brown skin he would have been. These ""Deplorables"" are really starting to come out ofthe… "
Negative	Must be a really big basket of deplorables  
Neutral	@CNN good, keep them away from the deplorables. Thank you President Obama for 8 years of peace. #trumplandia #dumptrump
Negative	The deplorables will have an awesome four year long hangover, think salt and hemroids, head in a sack bar of (cont) 
Negative	Regardless of what @georgesoros and @DrJillStein think, the liberal agenda was defeated. These deplorables are enemies of the state.
Negative	@BBCHARDtalk @realDonaldTrump @Scaramucci Just another piece of bullshit from President Loser's Cabinet of Deplorables.
Negative	@sasommer oh, the deplorables beg to differ.
Neutral	when you think people from the chicago suburbs are horrible but then you meet people from the Austrian countryside. #deplorables
Positive	@andreajsmith1 Agreed! I just love when the deplorables are afraid of progress!
Negative	@DrJillStein @WI_Elections deplorables Jill stein has been getting money deposits by Sorros at 4am daily to steal election
Negative	#BoycottDelta-- no deplorables tolerated
Positive	@Apathetic_Cynic @choo_ek I learned Basket Weaving for my deplorables.And I love a good mani/pedi & couples massage with you, handsome :face_blowing_a_kiss:
Negative	@PastorDScott @RobertJohnDavi PLEASE #NeverRomney He has hateful BELIEFS about PEOTUS. That won't change. He's not part of the DEPLORABLES
Negative	@DrJillStein Have a listen, these are the feelings of the deplorables. You didn't hear us during the campaign when… 
Negative	Seriously if deplorables dont know that 64.4  is a larger than 62.3 they shouldnt be teaching in our schools or han… 
Neutral	@aravosis so many deplorables..need a basket the size of Russia
Negative	Drain the swamp. #Deplorables
Negative	@TIME is this a prophecy? Is that what you wish a hospitable country like US? If everyone, countries do the right thing no deplorables.
Negative	@DavidCornDC Like he said he can shoot someone in the head and not lose his deplorables. Such one-sided system. GOP still support him. OMG!!
Neutral	@globeandmail alt-right was adopted by Deplorables. Average middle Americans.  I've now moved to Libertarian. @infowars
Negative	@JoeAndy74611394 @CNN Sure. Why not? How about ramp up in drone strikes? FISA courts? US Citz targeted w/out due process? BTW, this is Obama
Negative	@TappnRay that doesnt even make sense. trump hasnt done anything except run his mouth. obama actually drone strikes civilians
Negative	drone strikes in Afghanistan were 10 times more likely to kill civilians than conventional aircraft.  whoops!
Neutral	One of my D&D villains for the number of drone strikes to increase by several orders of magnitude per month for the next four years
Negative	consider the level of privilege it takes to be demonstrably more concerned with trump's tweets than drone strikes on muslim civilians
Negative	@AprilDeming @dallasgoldtooth @amnesty @Medium @POTUS just think of all the dead kids from his drone strikes.scary person.
Negative	@peterdaou or when Democrat leaders didn't care when Afghani and Iraqi children and innocent adults have been killed by their drone strikes?
Negative	Drone strikes are crazily Sammy Hagar the Horrible but I repress all memory of dated Harambe jokes.
Negative	@mediacrooks @FlanJerry @Bhavadasanunni Obama got Nobel Prize for PEACE. And he's supposed to have authorised more drone strikes than Bush+
Negative	"@muramxo ""yeah he launchs drone strikes that kill innocents & sell weapons to Saudi Arabia & hasn't spoken against the dapl but he's funny"""
Neutral	@octonion Drone strikes...?
Negative	@pattonoswalt @realDonaldTrump oh please, like we're not killing people with extrajudicial drone strikes now. Not saying it's right.
Neutral	@justinamash @CNNPolitics don't forget drone strikes :flushed_face:
Negative	"@Juliet777777 -- According to the Huffington Post, in regards to drone strikes, Obama really did say, ""I'm really good at killing people."""
Negative	Some of you view the #Obama legacy through rose-colored glasses. You're ignoring the drone strikes, corporate elitism and war profiteering.
Negative	@Brasilmagic Including the many innocent men women and children killed by his direct authorized drone strikes?
Neutral	@mtracey better than conducting drone strikes?
Negative	@luwanda19 Then there's an Iraq War by a Christian nation causing thousands of deaths of civilians plus drone strikes around the ME.
Negative	Americas shame on killing innocents with double tap drone strikes.
Negative	Drone Strikes in Pakistan have killed or injured over 1000 people during @POTUS presidency, many children. Sad.
Negative	Really? Like killing Bin Laden and investing technology and drone strikes? Do you know how many terrorists he has t… 
Negative	@MarioV7 it's soft conservatives who are cool with gay people (sometimes blacks) and drone strikes versus genuine progressives.
Neutral	@Wyvern4_ I thought (and I could be wrong) the ppl in the background of pic were protesting drone strikes ... O_o @el_temif @Buzzriet
Negative	To people in Iran who gettin hit by American drone strikes ..he's a terrorist
Negative	Here's Obama legacy; we started his presidency with 3 wars and we end it with 7! & drone strikes; & Hillary wanted… 
Negative	@AngryRaiderFan I know. This, TPP, expanded wars and drone strikes, mass surveillance, on and on...
Negative	".@NavyFederal the ""killer honeymoon"" commercial is so insensitive-u have drone strikes missing 90% of targets-not too funny #liberty"
Negative	@Tipsygamer I was referring also to the children of the nations that are the target of the attacks, like in US drone strikes
Neutral	You can still sign up for the evening seminar on #dronestrikes in counter-terror wars 14 December  #TheHague 
Negative	@trumwill @karol India's system for electing the (similarly powerless) President is particularly lulzy, there is an electoral college, ...
Negative	.@AdrianCJax @tfergpdx It's not over till its over. Time for America and the electoral college to fix this screw up of historic proportions!
Neutral	@meezy_g @notnatalie - 
Negative	"statistically, ""bad luck"" is just as valid a cause for the Electoral College result as anything else"
Neutral	Fix the Electoral College: Whoever gets the most popular votes should become president! 
Negative	This settler election is too much. Tribal elections look easy in comparison. A #recount just makes sense with the Electoral College in place
Positive	@CNN Excellent idea!  Maybe the electoral college will change the outcome of the election!  They have a constitutional right to do it!
Neutral	Dear Electoral College member, Dec 19 will be very interesting. 
Negative	If you think the electoral college should be terminated, you have no logic...
Positive	Google this important piece & write to 
Neutral	Hey, democrats... the popular vote doesn't make Hillary president. That's what the electoral college system is for.
Neutral	@slone @sxdoc A view by county should ensure anyone with #CommonSense sees the Electoral College works as was plann… 
Negative	@JeffreyGuterman @realDonaldTrump Also, learn what the Electoral College is. Popular vote is a BYPRODUCT not a basis for our elections.
Neutral	US electoral college a rubber stamp, says Talbott 
Negative	THIS. SHOULD. SCARE. YOU.  
Neutral	@Brian_Was_Here_ Blocking WI MI PA FL from appointing electors means Clinton wins Electoral College majority 232 to 231 per 12th Amendment.
Positive	@den_down_unda Electoral college was created so that the interests of all states mattered. Trump won the popular vote on the state level.
Negative	I'm convinced that Trump won't be inaugurated on Jan. 20.  The #Electoralcollege is mounting a resistance/  
Neutral	Read Martha Wyatt's letter to members of the Electoral College. #asktheelectors #electoralcollege 
Negative	Clearly, #Trump is not fit for presidency. Electoral college must fulfil its original purpose and support popular v… 
Negative	@nevergiveup065 Not really. The electoral college is an anachronism, created for a reality that doesn't exist anymore. Should be changed.
Neutral	@MrJamesonNeat @GeorgeTakei LOL. The electoral college is spelled out in the constitution. By definition, it is constitutional.
Negative	@cmbsweden But she couldnt get them in the places that mattered on the electoral college...
Neutral	So how long will states like CA and NY keep subsidizing red states with tax dollars if the Electoral College keeps devaluing their voters?
Negative	Link to one of the electoral voters trying to STOP President Trump, hit him up, hit him hard, but use CLASS.
Neutral	The #ElectoralCollege should choose #HRC. If you agree, read & sign here: 
Negative	Belgium minor first to be granted euthanasia 
Neutral	Victoria's limited health resources would be far more wisely directed to improve palliative care than introducing e… 
Negative	Those filthy media whores at CNN should be put in a cage and scheduled for euthanasia if not … #MAGA #PizzaGate 
Neutral	@LyleShelton euthanasia is for those suffering terminally health wise. But, do you or your organisation help those who are feeling suicidal?
Negative	Bill English voted against gay marriage, is anti-abortion, anti-euthanasia; with Key gone we up with a religious social conservative. Sigh.
Negative	@Shane106320: Holy fuck you're stupid.The link was in the Tweet u quoted.Have you considered Colorado's new euthanasia program?
Positive	@DFosterEvans I think some form of euthanasia might be best
Negative	@thomas_violence When euthanasia is legalised, I'm not going to commit suicide, just to spite @LyleShelton. *just*. No other reason.
Negative	I propose euthanasia chambers for all children who wander into my work without an adult and try hiding in the clothing racks
Neutral	Here's hoping Victoria heeds the call this week. #assisteddying #voluntary #euthanasia 
Positive	I liked a @YouTube video from @demolitionranch 
Negative	@4chihuahuaschch If they kept noses out of my business, but they don't. Nat's Catholics stopped euthanasia law. Hope they go to hell.
Neutral	Some doctors say palliative care is better than voluntary euthanasia. Better for who exactly? #vicpol #auspol
Negative	i just drew up the euthanasia for my coworker's cat, i feel like a horrible person
Negative	@RebelFkingHeart @DavidYankovich I am terribly saddened by your story. I want to learn more about euthanasia. I wish you peace, my friend.:red_heart:
Negative	McCoskrie: Euthanasia – we don’t need it 
Neutral	@actparty English has opposed abortion voluntary euthanasia ,physician assisted suicide,.Your new boss will oppose it ....
Negative	I miss my baby girl so much. Today was a hard day. :loudly_crying_face::paw_prints::paw_prints::red_heart: #Grief #dogmom #euthanasia #cushingsdisease #heartbroken… 
Negative	trying to find those euthanasia drugs now later fuckers
Positive	Today is the feast of St Barbara! Exit #euthanasia Action suggests you make your @PeacefulPill barbiturates see:ch2… 
Negative	@Lauren_Southern At this point if you really care about the victims of feminist ideology, euthanasia is the most merciful way to treat them.
Neutral	when the test sample is so cute & fluffy but you have to do cervical dissociation on it... :((#euthanasia
Neutral	"My mom just asked me what my research paper was on and I said euthanasia and she literally asked ""Youth in Asia?"" :face_with_tears_of_joy:"
Negative	Got to give him credit. @BryanDawsonUSA The combined creepiness of euphemism and euthanasia makes this potentially his signature word.
Positive	Fantastic idea. Imagine Tory UK trying this? More likely to push for euthanasia law.... 
Negative	What hope for Belgium after permitting it's first child euthanasia?Ethics that Pándy&Dutroux may have balked at.Another European innovation!
Neutral	@JohnnoFox @PeacefulPill 'Barbiturates' first synthesised by von Baeyer on feast of St Barbara, 4th Dec 1863 - sacr… 
Negative	@LyleShelton @guardian your ignorance about the facts associated with euthanasia are utterly reprehensible and irresponsible. Shame on you.
Positive	@SakinaKamwendo - Cde Fidel Castro - True Friend Of Africa. Africa remembers your contribution in our struggle. RIP 
Neutral	Vehicle carrying Fidel Castro’s remains during his funeral parade broke down, soldiers had to push it through the streets. How symbolic!
Positive	Adios Fidel, hola Cuba libre?: UNITED NATIONS — When Fidel Castro died at age 90, perhaps the greatest achievement… 
Negative	@Robolito180 why don't you prove you didn't kill Michael Jackson?  Or Fidel Castro.  This is equally outrageous
Neutral	LIVEWe're live in Cuba, where Fidel Castro will be laid to rest today. Castro's ashes will be interred at the... 
Negative	CNN weeps for their erstwhile hero Fidel Castro. 
Positive	[5A274/AC349] I LOVE YOU—I MUST BE LOVE ON THE HEAD OF THE YEAR BY BOB BURTON—FIDEL CASTRO WAS—AFTER EVERYTHING—ACCEPT WHAT IS THIS PUPPY T…
Neutral	Castro's Remains Buried in Private Ceremony in Cuba 
Negative	"FIDEL CASTRO LIES IN HIS BOOK ""LA HISTORIA ME ABSOLVERA""- HE AND HIS FOLLOWERS HAD A LOT OF PREVILEGIES DURING THE TIME THEY WERE IN PRISON."
Neutral	Fidel castro. Do we like it? Or not? #FidelCastro
Negative	Jill STEIN WHY YOU DO ME A FAVOR GO RECOUNT FIDEL CASTRO S  BALLS
Neutral	Marked as to-read: My Life by Fidel Castro 
Positive	Hopefully God bless Late Fidel Castro Legendary Cuba Leader and help Cuba people's in this crucial time Thank you
